Id,course_title,rating,num_subscribers,level,language,category,plataforma
globalenergyandclimatepolicy,Global Energy and Climate Policy,4.6,10000.0,Beginner,,,Coursera
legaltech,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,5.0,15000.0,Beginner,Spanish,Leadership and Management,Coursera
probability-statistics,Probability and Statistics: To p or not to p?,4.7,36000.0,Beginner,,,Coursera
microbiome,Gut Check: Exploring Your Microbiome,4.7,62000.0,All,,,Coursera
erasmus-econometrics,Econometrics: Methods and Applications,4.5,110000.0,All,,,Coursera
analytics-excel,Mastering Data Analysis in Excel,3.7,280000.0,,,,Coursera
basic-statistics,Basic Statistics,4.6,180000.0,,,,Coursera
python-data-visualization,"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.5,82000.0,,,,Coursera
uva-darden-design-thinking-social-sector,Design Thinking for the Greater Good: Innovation in the Social Sector,4.6,17000.0,,,,Coursera
introduction-portfolio-construction-python,Introduction to Portfolio Construction and Analysis with Python,4.8,11000.0,,,,Coursera
data-analytics-for-lean-six-sigma,Data Analytics for Lean Six Sigma,4.9,24000.0,Beginner,,,Coursera
business-transformation-google-cloud,Business Transformation with Google Cloud,4.7,10000.0,,,,Coursera
version-control-with-git,Version Control with Git,4.7,40000.0,,,,Coursera
transmedia-storytelling,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",4.7,45000.0,All,,,Coursera
conversational-experiences-dialogflow,Building Conversational Experiences with Dialogflow,4.2,22000.0,,,,Coursera
guitar,Guitar for Beginners,4.7,210000.0,,,,Coursera
project-risk-management,Managing Project Risks and Changes,4.8,71000.0,,,,Coursera
excellence-operationnelle,L'excellence opérationnelle en pratique,4.7,8000.0,Beginner,,,Coursera
introduction-to-cloud,Introduction to Cloud Computing,4.8,26000.0,,,,Coursera
sample-based-learning-methods,Sample-based Learning Methods,4.4,68000.0,,,,Coursera
progfun1,Functional Programming Principles in Scala,4.7,170000.0,,,,Coursera
introduction-blockchain-technologies,Introduction to Blockchain Technologies,4.7,16000.0,,,,Coursera
environmental-law,Introduction to Environmental Law and Policy,4.9,34000.0,All,,,Coursera
exposure-photography,"Cameras, Exposure, and Photography",4.7,130000.0,,,,Coursera
democracia,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,4.9,44000.0,Beginner,,,Coursera
dentistry101,Dentistry 101,4.8,45000.0,,,,Coursera
python-functions-files-dictionaries,"Python Functions, Files, and Dictionaries",4.8,26000.0,,,,Coursera
anticorrupcion-introduccion,Anticorrupción: Introducción a conceptos y perspectiva práctica,4.9,11000.0,Beginner,,,Coursera
positive-psychology-applications,Positive Psychology: Applications and Interventions,4.7,23000.0,,,,Coursera
introduction-embedded-systems,Introduction to Embedded Systems Software and Development Environments,4.3,41000.0,,,,Coursera
law-student,A Law Student's Toolkit,4.7,91000.0,All,,,Coursera
intro-data-science-programacion-estadistica-r,Introducción a Data Science: Programación Estadística con R,4.7,140000.0,Beginner,,,Coursera
mindfulness,De-Mystifying Mindfulness,,150000.0,Beginner,,,Coursera
smart-cities,Smart Cities – Management of Smart Urban Infrastructures,4.6,22000.0,Beginner,,,Coursera
golang-getting-started,Getting Started with Go,4.4,59000.0,,,,Coursera
probabilistic-graphical-models,Probabilistic Graphical Models 1: Representation,,68000.0,,,,Coursera
principles-of-microeconomics,The Power of Microeconomics: Economic Principles in the Real World,4.6,120000.0,,,,Coursera
personal-branding,Introduction to Personal Branding,4.4,140000.0,Beginner,,,Coursera
love-social-justice,Love as a Force for Social Justice,4.7,14000.0,Beginner,,,Coursera
genetics-evolution,Introduction to Genetics and Evolution,4.8,74000.0,All,,,Coursera
python-osnovy-programmirovaniya,Основы программирования на Python,4.3,83000.0,,,,Coursera
introduction-trading-machine-learning-gcp,"Introduction to Trading, Machine Learning & GCP",3.5,13000.0,,,,Coursera
modern-world-2,"The Modern World, Part Two: Global History since 1910",4.8,47000.0,Beginner,,,Coursera
plantknows,Understanding Plants - Part I: What a Plant Knows,4.8,49000.0,Beginner,,,Coursera
finanzas-personales,Finanzas personales,4.8,310000.0,All,,,Coursera
english-composition,English Composition I,4.6,200000.0,Beginner,,,Coursera
intro-self-driving-cars,Introduction to Self-Driving Cars,4.6,39000.0,,,,Coursera
corporate-commercial-law-part1,Corporate & Commercial Law I: Contracts & Employment Law,4.8,10000.0,,,,Coursera
uva-darden-foundations-business-strategy,Foundations of Business Strategy,4.8,63000.0,,,,Coursera
ciencia-computacao-python-conceitos,Introdução à Ciência da Computação com Python Parte 1,4.9,120000.0,Beginner,Portuguese,Software Development,Coursera
innovation-through-design,"Innovation Through Design: Think, Make, Break, Repeat",4.8,10000.0,Beginner,,,Coursera
perfect-tenses-modals,Perfect Tenses and Modals,4.8,79000.0,,,,Coursera
revisao-sistematica,Revisão Sistemática e Meta-análise,4.9,17000.0,Intermediate,,,Coursera
aprendiendo-a-aprender,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),4.9,180000.0,Beginner,,,Coursera
batch-data-pipelines-gcp,Building Batch Data Pipelines on GCP,4.3,73000.0,,,,Coursera
quantitative-methods,Quantitative Methods,4.7,69000.0,,English,Research Methods,Coursera
quantitative-methods,Quantitative Methods,4.7,69000.0,,English,Research Methods,Coursera
technology-of-music-production,The Technology of Music Production,4.9,28000.0,,,,Coursera
intro-programming,Code Yourself! An Introduction to Programming,4.8,120000.0,Beginner,,,Coursera
wharton-success,Success,4.9,38000.0,,,,Coursera
chemicals-health,Chemicals and Health,4.8,23000.0,Beginner,,,Coursera
object-oriented-design,Object-Oriented Design,4.5,33000.0,,,,Coursera
introduction-intellectual-property,Introduction to Intellectual Property,4.8,6000.0,,,,Coursera
uva-darden-bcg-pricing-strategy-cost-economics,Cost and Economics in Pricing Strategy,4.8,15000.0,,,,Coursera
write-a-feature-length-screenplay-for-film-or-television,Write A Feature Length Screenplay For Film Or Television,4.6,12000.0,Beginner,,,Coursera
marketing-gerencial,Marketing Gerencial,4.7,49000.0,Intermediate,,,Coursera
corporate-finance-essentials,Corporate Finance Essentials,4.9,56000.0,,,,Coursera
information-security-data,Information Security: Context and Introduction,4.7,32000.0,,,,Coursera
trunk-anatomy,"Anatomy of the Chest, Abdomen, and Pelvis",4.8,36000.0,,,,Coursera
introcss,Introduction to CSS3,4.8,84000.0,,,,Coursera
applied-data-science-capstone,Applied Data Science Capstone,4.5,42000.0,,,,Coursera
droits-de-lhomme,Introduction aux Droits de l’Homme,4.9,46000.0,All,,,Coursera
leadership-21st-century,Leadership in 21st Century Organizations,4.7,34000.0,All,,,Coursera
software-processes-and-agile-practices,Software Processes and Agile Practices,4.7,60000.0,,,,Coursera
introduction-statistics-data-analysis-public-health,Introduction to Statistics & Data Analysis in Public Health,4.7,12000.0,,,,Coursera
discrete-optimization,Discrete Optimization,4.8,40000.0,Intermediate,,,Coursera
c-plus-plus-white,Основы разработки на C++: белый пояс,4.7,41000.0,,,,Coursera
epidemiology-tools,Essential Epidemiologic Tools for Public Health Practice,4.6,14000.0,,,,Coursera
epigenetics,Epigenetic Control of Gene Expression,1.0,35000.0,All,,,Coursera
recruiting-hiring-onboarding-employees,"Recruiting, Hiring, and Onboarding Employees",3.8,35000.0,,,,Coursera
aws-fundamentals-addressing-security-risk,AWS Fundamentals: Addressing Security Risk,4.2,11000.0,,,,Coursera
social-innovation,Becoming a changemaker: Introduction to Social Innovation,4.2,61000.0,Beginner,,,Coursera
systems-engineering,Introduction to Systems Engineering,4.7,33000.0,All,,,Coursera
analytics-tableau,Data Visualization and Communication with Tableau,,130000.0,,,,Coursera
mcmc-bayesian-statistics,Bayesian Statistics: Techniques and Models,4.8,29000.0,,,,Coursera
intercultural,Intercultural Management,4.4,65000.0,,,,Coursera
getinmooc,Get Interactive: Practical Teaching with Technology,4.8,14000.0,Beginner,,,Coursera
global-financial-markets-instruments,Global Financial Markets and Instruments,4.3,37000.0,,,,Coursera
write-your-first-novel,Write Your First Novel,3.8,18000.0,Beginner,,,Coursera
songwriting-lyrics,Songwriting: Writing the Lyrics,4.8,68000.0,,,,Coursera
python-plotting,"Applied Plotting, Charting & Data Representation in Python",4.3,97000.0,,,,Coursera
systems-thinking,Systems Thinking In Public Health,4.5,33000.0,All,,,Coursera
excel-advanced,Excel Skills for Business: Advanced,4.7,39000.0,,,,Coursera
global-financial-crisis,The Global Financial Crisis,4.9,84000.0,All,,,Coursera
upravleniya-proektami-agile-scrum,Agile и Scrum в работе над проектами и продуктами,4.7,12000.0,,,,Coursera
renewable-energy-entrepreneurship,Renewable Energy and Green Building Entrepreneurship,4.7,24000.0,Beginner,,,Coursera
the-cycle,The Cycle: Management of Successful Arts and Cultural Organizations,4.9,11000.0,Beginner,,,Coursera
digital-business-models,Digital Business Models,4.5,21000.0,,,,Coursera
introduction-to-computer-programming,Introduction to Computer Programming,3.9,20000.0,,,,Coursera
dermatology,Dermatology: Trip to skin,4.1,82000.0,,,,Coursera
sustainable-tourism,Sustainable Tourism – promoting environmental public health,4.5,94000.0,Beginner,,,Coursera
c-for-everyone,C for Everyone: Programming Fundamentals,4.5,31000.0,,,,Coursera
social-economic-networks,Social and Economic Networks:  Models and Analysis,1.0,42000.0,Expert,,,Coursera
cats-and-dogs,The Truth About Cats and Dogs,4.8,33000.0,All,,,Coursera
sports-society,Sports and Society,4.9,16000.0,All,,,Coursera
effective-compliance-programs,Effective Compliance Programs,4.9,34000.0,,English,Business Essentials,Coursera
curanderismo-plants,Curanderismo: Traditional Healing Using Plants,1.0,55000.0,,,,Coursera
python-machine-learning,Applied Machine Learning in Python,4.5,150000.0,,,,Coursera
correccion-estilo-variaciones,"Corrección, estilo y  variaciones de la lengua española",4.7,75000.0,Beginner,,,Coursera
fondamentaux-negociation,Les Fondamentaux de la Négociation,4.9,10000.0,Beginner,,,Coursera
success,The Science of Success: What Researchers Know that You Should Know,4.8,59000.0,Beginner,,,Coursera
finance-for-non-financial-managers,Finance for Non-Financial Managers,4.1,12000.0,,,,Coursera
music-theory,Getting Started With Music Theory,4.3,59000.0,,,,Coursera
horse-care,The Horse Course: Introduction to Basic Care and Management,4.9,29000.0,All,,,Coursera
gestion-organizaciones-efectivas,Gestión de organizaciones efectivas,4.8,47000.0,All,,,Coursera
big-data-introduction,Introduction to Big Data,4.6,160000.0,,,,Coursera
ecology-conservation,Ecology: Ecosystem Dynamics and Conservation,4.9,18000.0,Intermediate,,,Coursera
game-development,Introduction to Game Development,4.8,79000.0,,,,Coursera
practical-time-series-analysis,Practical Time Series Analysis,4.5,39000.0,Intermediate,,,Coursera
google-kubernetes-engine,Getting Started with Google Kubernetes Engine,4.2,75000.0,,,,Coursera
six-sigma-organization-advanced,Six Sigma and the Organization (Advanced),4.7,15000.0,,,,Coursera
wharton-launching-startup,Entrepreneurship 2: Launching your Start-Up,4.8,38000.0,,,,Coursera
nanotechnology,Nanotechnology: A Maker’s Course,4.8,21000.0,All,,,Coursera
creative-problem-solving,Creative Problem Solving,4.5,140000.0,,,,Coursera
sleep,"Sleep: Neurobiology, Medicine, and Society",4.7,20000.0,Beginner,,,Coursera
covid-19-what-you-need-to-know,COVID-19: What You Need to Know (CME Eligible),4.8,32000.0,,,,Coursera
classical-sociological-theory,Classical Sociological Theory,4.9,51000.0,All,,,Coursera
electricity,Electric Industry Operations and Markets,4.7,12000.0,Beginner,,,Coursera
wharton-financial-accounting,More Introduction to Financial Accounting,4.8,40000.0,,,,Coursera
dairy-production,Dairy Production and Management,,23000.0,All,,,Coursera
understanding-arguments,Think Again I: How to Understand Arguments,4.6,200000.0,,,,Coursera
develop-your-musicianship,Developing Your Musicianship,4.8,41000.0,,,,Coursera
develop-your-musicianship,Developing Your Musicianship,4.8,54000.0,,,,Coursera
wharton-operations,Introduction to Operations Management,4.3,87000.0,,,,Coursera
oralcavity,The Oral Cavity: Portal to Health and Disease,4.9,94000.0,Intermediate,,,Coursera
preparing-cloud-associate-cloud-engineer-exam,Preparing for the Google Cloud Associate Cloud Engineer Exam,4.5,22000.0,,,,Coursera
neuroscience-neuroimaging,Fundamental Neuroscience for Neuroimaging,4.6,30000.0,,,,Coursera
teachlanguageonline,Teach English Now! Teaching Language Online,4.5,85000.0,,,,Coursera
front-end-react,Front-End Web Development with React,4.6,45000.0,,,,Coursera
music-business-foundations,Music Business Foundations,4.9,34000.0,,,,Coursera
intro-business-analytics,Introduction to Business Analytics: Communicating with Data,4.6,14000.0,,,,Coursera
security-safety-globalized-world,Security & Safety Challenges in a Globalized World,,14000.0,Beginner,,,Coursera
ml-foundations,Machine Learning Foundations: A Case Study Approach,4.5,240000.0,,,,Coursera
accounting-analytics,Accounting Analytics,4.4,80000.0,,,,Coursera
strategic-business-management-microeconomics,Strategic Business Management - Microeconomics,4.8,95000.0,,,,Coursera
epidemic-pandemic-outbreak,"Epidemics, Pandemics and Outbreaks",4.7,23000.0,,,,Coursera
roman-architecture,Roman Architecture,4.9,30000.0,Beginner,,,Coursera
data-management,Research Data Management and Sharing,4.7,16000.0,All,,,Coursera
introduction-genomics,Introduction to Genomic Technologies,4.5,42000.0,,,,Coursera
strategic-management,Strategic Management,4.8,58000.0,,,,Coursera
legal-tech-startups,Legal Tech & Startups,4.4,72000.0,,,,Coursera
intro-chemistry,Introduction to Chemistry:  Reactions and Ratios,4.8,46000.0,Beginner,,,Coursera
stem-cells,The Science of Stem Cells,4.7,12000.0,Intermediate,,,Coursera
positive-psychology-resilience,Positive Psychology: Resilience Skills,4.9,40000.0,,,,Coursera
ai-for-medical-prognosis,AI for Medical Prognosis,4.7,4000.0,,,,Coursera
antibiotic-stewardship,Antibiotic Stewardship,4.2,11000.0,Expert,,,Coursera
emt-foundations,EMT Foundations,4.8,71000.0,,,,Coursera
iiot-google-cloud-platform,Industrial IoT on Google Cloud Platform,4.5,34000.0,,,,Coursera
role-of-advertising,Advertising and Society,4.8,14000.0,All,,,Coursera
countering-terror-violent-extremism,New Approaches to Countering Terror: Countering Violent Extremism,4.8,12000.0,,,,Coursera
magic-middle-ages,Magic in the Middle Ages,4.5,78000.0,Beginner,,,Coursera
challenging-forensic-science,Challenging Forensic Science: How Science Should Speak to Court,4.9,31000.0,Beginner,,,Coursera
corporatestrategy,Corporate Strategy,4.9,78000.0,Beginner,,,Coursera
actualizacion-manejo-diabetes-tipo-2,Actualización en el manejo del paciente con diabetes mellitus tipo 2,4.8,23000.0,All,,,Coursera
mastering-final-cut-pro,Mastering Final Cut Pro,4.5,84000.0,,,,Coursera
tricky-american-english-pronunciation,Tricky American English Pronunciation,4.7,110000.0,,,,Coursera
international-law-in-action,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,36000.0,All,,,Coursera
geopolitics-europe,Geopolitics of Europe,3.7,19000.0,All,,,Coursera
truthinourbones-osteoarchaeology-archaeology,Osteoarchaeology: The Truth in Our Bones,4.6,22000.0,,,,Coursera
pca-machine-learning,Mathematics for Machine Learning: PCA,3.4,33000.0,,,,Coursera
object-oriented-java,Object Oriented Programming in Java,4.7,330000.0,,,,Coursera
mathematics-and-python,Математика и Python для анализа данных,4.6,67000.0,,,,Coursera
aulaconstructivista,Hacia una práctica constructivista en el aula,4.9,62000.0,All,,,Coursera
data-science-course,A Crash Course in Data Science,,130000.0,,,,Coursera
