Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma,add_certificate,price_Certificate
988,PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,Si,50,4.0,Intermediate,4.5,0.0,French,Design,2017.0,200.0,Udemy,,
989,Adobe InDesign CC 2017 Quick Start,Si,35,2.0,Beginner,2.5,2.2,Arabic,Design,2017.0,70.0,Udemy,,
990,Interiores Sostenibles 101,Si,30,1.0,Beginner,1.0,4.0,Spanish,Design,2017.0,30.0,Udemy,,
991,Toon Boom Studio Tutorial - Cartoon Animation Made Simple,Si,50,342.0,All,5.0,4.8,English,Design,2013.0,17100.0,Udemy,,
992,Learn Logo Designing: 5 Types of Logo Designs in Illustrator,Si,30,106.0,Beginner,3.0,3.5,English,Design,2017.0,3180.0,Udemy,,
993,Practical Font Design,Si,50,229.0,Intermediate,7.5,3.2,English,Design,2014.0,11450.0,Udemy,,
994,Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling,Si,50,142.0,All,10.5,4.4,English,Design,2015.0,7100.0,Udemy,,
995,Typography From A to Z,Si,100,317.0,All,6.0,4.1,English,Design,2015.0,31700.0,Udemy,,
996,Digital Asset Designer: Creating and Selling Mockups,Si,50,50.0,Beginner,3.0,4.6,English,Design,2016.0,2500.0,Udemy,,
997,Adobe Illustrator CC - From scratch ,Si,45,115.0,Beginner,5.5,4.6,English,Design,2015.0,5175.0,Udemy,,
998,Make Patterns in Illustrator,Si,20,0.0,Beginner,3.5,4.4,English,Design,2017.0,0.0,Udemy,,
999,Photoshop isn't like what you imagine A to Z .,Si,35,343.0,All,3.5,3.2,English,Design,2017.0,12005.0,Udemy,,
1000,The Complete Adobe Spark Course,Si,150,0.0,All,2.0,4.3,English,Design,2017.0,0.0,Udemy,,
1001,The Art of Logo Design : Everything You Need to Know,Si,20,0.0,All,1.0,4.1,English,Design,2017.0,0.0,Udemy,,
1002,Hand Lettering para Iniciantes,Si,40,384.0,All,0.7166666666666667,4.6,Portuguese,Design,2017.0,15360.0,Udemy,,
1003,photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,Si,100,1110.0,All,10.0,4.8,Portuguese,Design,2017.0,111000.0,Udemy,,
1004,Word Swag : Create Stunning Images with the Word Swag App,Si,100,2416.0,All,1.0,4.4,English,Design,2016.0,241600.0,Udemy,,
1005,How to Draw Majestic Animals: Dogs,Si,35,1524.0,All,1.0,4.4,English,Design,2017.0,53340.0,Udemy,,
1006,Photoshop Course: Design an eBook Cover in Photoshop,Si,50,11893.0,All,3.0,4.1,English,Design,2013.0,594650.0,Udemy,,
1007,Digital Art for Beginners,Si,150,3381.0,Beginner,15.0,4.4,English,Design,2016.0,507150.0,Udemy,,
1008,Become a Professional Graphic Designer,Si,35,3618.0,All,20.5,4.5,English,Design,2014.0,126630.0,Udemy,,
1009,Adobe Illustrator CC 2017 for beginners,Si,195,2489.0,Beginner,1.5,4.2,English,Design,2017.0,485355.0,Udemy,,
1010,How to Draw Cute Cartoon Characters,Si,55,4080.0,All,2.0,4.6,English,Design,2013.0,224400.0,Udemy,,
1011,Learn to Create a Mandala with Adobe Illustrator,Si,50,7.0,All,4.5,3.6,English,Design,2017.0,350.0,Udemy,,
1012,15  Motion Graphic Elements in After Effect (Series 2),Si,30,8.0,Intermediate,3.0,3.8,English,Design,2017.0,240.0,Udemy,,
1013,Fantasy map design,Si,30,7.0,All,2.5,3.8,English,Design,2017.0,210.0,Udemy,,
1014,Stencil - Simple Graphic Design For Entrepreneurs,Si,95,11.0,All,1.0,3.8,English,Design,2017.0,1045.0,Udemy,,
1015,Getting the Life of an Instructional Designer,Si,40,5.0,All,1.5,3.3,English,Design,2017.0,200.0,Udemy,,
1016,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),Si,200,5471.0,Beginner,6.5,4.7,English,Design,2015.0,1094200.0,Udemy,,
1017,How To Design A Fortune 500 Logo in Illustrator,Si,195,3599.0,Intermediate,5.0,4.8,English,Design,2016.0,701805.0,Udemy,,
1018,Canva : Graphic Design Theory Volume2,Si,200,4961.0,All,2.0,3.9,English,Design,2015.0,992200.0,Udemy,,
1019,Canva : Book Cover Design,Si,100,3377.0,Beginner,2.0,4.6,English,Design,2016.0,337700.0,Udemy,,
1020,The Complete Figure Drawing Course HD,Si,50,1323.0,Beginner,78.5,4.5,English,Design,2016.0,66150.0,Udemy,,
1021,Mastering Logo Design - 20 Projects step-by-step,Si,200,2599.0,All,7.5,4.0,English,Design,2016.0,519800.0,Udemy,,
1022,Learn Inkscape : Design Logos and Game Arts,Si,20,1675.0,Beginner,1.0,4.2,English,Design,2017.0,33500.0,Udemy,,
1023,Typography: Learn the Basics to Build a Solid Foundation,Si,35,5850.0,Beginner,1.0,4.2,English,Design,2015.0,204750.0,Udemy,,
1024,Master Manga Studio 5: Bonus Drawing and Painting,Si,165,2325.0,All,8.0,4.4,English,Design,2015.0,383625.0,Udemy,,
1025,7 Secrets To Designing In Black and White,Si,100,1000.0,All,1.5,4.6,English,Design,2017.0,100000.0,Udemy,,
1026,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,Si,20,86.0,Beginner,6.0,4.9,Turkish,Design,2015.0,1720.0,Udemy,,
1027,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),Si,105,28.0,All,12.0,4.7,Turkish,Design,2016.0,2940.0,Udemy,,
1028,Photoshop CC Eğitim Seti (YENİ),Si,100,27.0,All,16.0,4.4,Turkish,Design,2017.0,2700.0,Udemy,,
1029,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,Si,120,13.0,Beginner,1.0,4.0,Arabic,Design,2016.0,1560.0,Udemy,,
1030,Adobe Illustrator Course in Urdu Basics Level Training,No,0,1433.0,Beginner,1.0,4.0,Urdu,Design,2016.0,0.0,Udemy,,
1031,Aula de Photoshop - Aprenda como recortar imagens,Si,65,15.0,Beginner,2.0,4.6,Portuguese,Photography & Video,2017.0,975.0,Udemy,,
1032,Magazine Design: Start your own magazine in less than 24hrs,Si,20,802.0,All,2.0,4.6,English,Design,2015.0,16040.0,Udemy,,
1033,Essential Skills for Designers - Adobe Bridge,Si,20,14.0,All,1.0,4.3,English,Design,2016.0,280.0,Udemy,,
1034,How to draw Caricatures,Si,20,347.0,All,4.0,3.7,English,Design,2013.0,6940.0,Udemy,,
1035,Essential Skills for Designers - Working with Type,Si,45,219.0,All,2.0,4.0,English,Design,2013.0,9855.0,Udemy,,
1036,Affinity Designer for beginners,Si,20,30.0,Beginner,4.5,4.3,English,Design,2017.0,600.0,Udemy,,
1037,How to Create Top Ranking Mobile App Icons - iOS Edition,Si,35,130.0,All,1.0,4.8,English,Design,2013.0,4550.0,Udemy,,
1038,:::Beginners Guide To Creating Amazing Images with Canva:::,Si,25,72.0,Beginner,1.0,4.3,English,Design,2014.0,1800.0,Udemy,,
1039,Learn To Draw - The COMIC BOOK STYLE,Si,55,363.0,All,2.0,4.1,English,Design,2012.0,19965.0,Udemy,,
1040,Adobe Illustrator Vectors For Hand Letterers,Si,100,23.0,Beginner,0.6166666666666667,4.2,English,Design,2016.0,2300.0,Udemy,,
1041,Graphic Design Bootcamp: Professional Workflow & Layout Tips,Si,20,99.0,All,1.5,3.8,English,Design,2015.0,1980.0,Udemy,,
1042,Introduction to GIMP 2.8: Tutorials for Beginners,Si,20,282.0,Beginner,3.0,3.6,English,Design,2016.0,5640.0,Udemy,,
1043,48 Logo Designs and Techniques,Si,20,113.0,All,9.0,4.4,English,Design,2015.0,2260.0,Udemy,,
1044,"Learn Calligraphy, Handwriting animation wz After Effects",Si,40,116.0,All,2.5,4.9,English,Design,2016.0,4640.0,Udemy,,
1045,LaTeX A-Z: from beginner to advance in less than 3 hour,Si,95,623.0,Beginner,3.0,4.0,English,Design,2017.0,59185.0,Udemy,,
1046,Course Bundle | Exploring Art : Silhouette & Linear Line Art,Si,80,827.0,All,1.0,4.6,English,Design,2017.0,66160.0,Udemy,,
1047,Illustrator CC: Design and drawing from scratch to expert!,Si,150,2427.0,Beginner,11.0,4.4,English,Design,2016.0,364050.0,Udemy,,
1048,Logo design: How To Design an Awesome Logo in Illustrator,Si,195,3131.0,All,5.5,4.6,English,Design,2014.0,610545.0,Udemy,,
1049,Most Wanted Flat Design Techniques,Si,195,2081.0,Intermediate,4.5,4.6,English,Design,2016.0,405795.0,Udemy,,
1050,Motion Graphic With After Effect From Scratch in 5 Hours,Si,30,50.0,All,4.0,3.8,English,Design,2016.0,1500.0,Udemy,,
1051,Introduction to Photoshop CC: Tutorials for Beginners,Si,20,262.0,Beginner,1.0,4.2,English,Design,2016.0,5240.0,Udemy,,
1052,Creative Perspective Illustration with GIMP,Si,50,43.0,All,6.5,3.7,English,Design,2016.0,2150.0,Udemy,,
1053,How to draw professional manga artwork by Punix,Si,35,83.0,Beginner,1.5,4.2,English,Design,2017.0,2905.0,Udemy,,
1054,How do I Create a Stylized Graphics from Images in Photoshop,Si,50,17.0,All,1.0,4.9,English,Design,2015.0,850.0,Udemy,,
1055,Como utilizar o Corel Draw por completo!,Si,30,293.0,All,7.0,4.0,Portuguese,Design,2015.0,8790.0,Udemy,,
1056,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,Si,85,113.0,Intermediate,4.5,4.4,Japanese,Design,2016.0,9605.0,Udemy,,
1057,Creare un logo con Adobe Illustrator,No,0,1447.0,All,1.0,4.1,Italian,Design,2015.0,0.0,Udemy,,
1058,Mestres do Photoshop,Si,30,86.0,All,5.5,4.0,Portuguese,Design,2015.0,2580.0,Udemy,,
1059,Curso de Maya 3D,Si,20,62.0,All,4.0,4.1,Portuguese,Design,2016.0,1240.0,Udemy,,
1060,Photoshop: Organización de eventos y decoración de fiestas,Si,120,125.0,Beginner,8.5,4.9,Spanish,Design,2016.0,15000.0,Udemy,,
1061,Learn Drawing and Painting a Landscape with Oil Colours,Si,20,51.0,Intermediate,2.0,4.1,English,Design,2014.0,1020.0,Udemy,,
1062,The Complete Motion Graphic Course,Si,65,50.0,All,9.5,3.8,English,Design,2017.0,3250.0,Udemy,,
1063,Typographic Poster Design - From Sketch to Vector,Si,45,36.0,Intermediate,1.5,4.4,English,Design,2015.0,1620.0,Udemy,,
1064,"Make Money With Photoshop: Logos, Business Cards & Brochures",Si,100,32.0,All,5.0,4.2,English,Design,2016.0,3200.0,Udemy,,
1065,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,Si,40,67.0,All,1.0,4.2,English,Design,2016.0,2680.0,Udemy,,
1066,Intro to Adobe Illustrator,Si,20,189.0,Beginner,6.0,4.6,English,Design,2015.0,3780.0,Udemy,,
1067,Basic Graphic Design for PowerPoint,Si,20,88.0,Beginner,1.0,3.4,English,Design,2015.0,1760.0,Udemy,,
1068,Master Graphic Design Using Photoshop with Rachael,Si,25,598.0,All,1.5,3.6,English,Design,2014.0,14950.0,Udemy,,
1069,Adobe Illustrator CC - Print Design for Beginners,Si,50,145.0,Beginner,6.0,4.6,English,Design,2016.0,7250.0,Udemy,,
1070,Adobe Illustrator | Master in 3D,Si,25,445.0,All,0.5333333333333333,3.6,English,Design,2016.0,11125.0,Udemy,,
1071,From Drawing to Illustration,Si,20,237.0,Beginner,6.0,3.9,English,Design,2015.0,4740.0,Udemy,,
1072,Adobe Suite : Unleash your creativity & benefit from it !,Si,200,1005.0,All,9.5,2.8,English,Design,2015.0,201000.0,Udemy,,
1073,Car Sketching with Simple Analog Tools,Si,40,23.0,All,0.6166666666666667,4.2,English,Design,2016.0,920.0,Udemy,,
1074,Character Design,Si,75,5.0,Intermediate,2.0,4.5,English,Design,2017.0,375.0,Udemy,,
1075,Icon Design Masterclass: Learn Icon Design Principles,Si,40,6.0,Beginner,2.5,4.4,English,Design,2017.0,240.0,Udemy,,
1076,create stunning Photoshop compositions in minutes,Si,20,5.0,All,2.0,3.9,English,Design,2017.0,100.0,Udemy,,
1077,Canva Complete Course For Graphics Design | 20 Projects,Si,20,3.0,All,2.5,4.0,English,Design,2017.0,60.0,Udemy,,
1078,Add realistic car paint to your pencil drawing in Photoshop!,Si,25,17.0,Beginner,1.0,3.9,English,Design,2017.0,425.0,Udemy,,
1079,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,Si,20,380.0,All,1.0,4.4,English,Design,2017.0,7600.0,Udemy,,
1080,Adobe Illustrator CC Advanced,Si,30,11.0,Beginner,1.5,4.1,English,Design,2017.0,330.0,Udemy,,
1081,Silhouettes that Sells,Si,25,9.0,Beginner,1.0,4.8,English,Design,2017.0,225.0,Udemy,,
1082,Corel Painter 2016,Si,40,41.0,All,8.0,4.6,English,Design,2016.0,1640.0,Udemy,,
1083,eBook Cover Design,Si,20,30.0,Intermediate,1.5,4.6,English,Design,2014.0,600.0,Udemy,,
1084,How to make Better Compositions: Take your art to new height,Si,30,11.0,All,0.5333333333333333,4.6,English,Design,2016.0,330.0,Udemy,,
1085,Adobe Photoshop CC | The Essential Guide,Si,20,254.0,All,4.5,4.8,English,Design,2015.0,5080.0,Udemy,,
1086,Learn to Composite a 2D Action Shot in Photoshop,Si,20,40.0,Beginner,1.5,4.7,English,Design,2016.0,800.0,Udemy,,
1087,Infographic Design: How To Create Your Own Infographic,Si,20,84.0,All,2.0,4.3,English,Design,2015.0,1680.0,Udemy,,
1088,Autodesk Inventor 2016 : Complete Guide ,Si,20,23.0,Beginner,7.5,4.4,English,Design,2016.0,460.0,Udemy,,
1089,Amazing Graphic Design for Beginners,Si,20,32.0,Beginner,0.7,4.2,English,Design,2015.0,640.0,Udemy,,
1090,Playing Piano:  Popular Pieces Vol. II,Si,150,1472.0,Beginner,1.5,4.2,English,Music,2016.0,220800.0,Udemy,,
1091,Ninja Chord Changes - Master your guitar chord changes,Si,30,1327.0,Beginner,1.5,4.7,English,Music,2015.0,39810.0,Udemy,,
1092,Your First 10 Guitar Lessons - Learn how to play guitar,No,0,924.0,Beginner,1.0,4.4,English,Music,2017.0,0.0,Udemy,,
1093,Pentatonic Scale Crash Course for Bass Guitar,No,0,898.0,Intermediate,1.0,4.3,English,Music,2017.0,0.0,Udemy,,
1094,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,Si,80,1474.0,All,2.0,4.5,English,Music,2015.0,117920.0,Udemy,,
1095,Learn Jazz Piano Today,Si,50,1167.0,All,3.0,4.2,English,Music,2014.0,58350.0,Udemy,,
1096,Learn To Play The Drums Without A Drum Kit,Si,25,1589.0,All,2.0,4.7,English,Music,2014.0,39725.0,Udemy,,
1097,Learn Travis Picking From Scratch,Si,40,219.0,Intermediate,1.5,5.0,English,Music,2017.0,8760.0,Udemy,,
1098,Instant Harmonica - how to get single notes in 5 easy steps,Si,20,835.0,Beginner,0.6333333333333333,5.0,English,Music,2015.0,16700.0,Udemy,,
1099,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,Si,70,747.0,All,1.0,4.6,English,Music,2015.0,52290.0,Udemy,,
1100,Teaching Music : Start teaching an instrument successfully.,Si,30,1337.0,Beginner,1.5,4.4,English,Music,2015.0,40110.0,Udemy,,
1101,Strumming from scratch - Rhythm guitar lesson for Beginners,No,0,530.0,Beginner,2.0,4.5,English,Music,2017.0,0.0,Udemy,,
1102,Blues Guitar Lessons - From Texas To Carolina,Si,20,1297.0,Intermediate,2.5,4.9,English,Music,2013.0,25940.0,Udemy,,
1103,Mike G's Beginner Drum Course: Part 1,Si,35,515.0,Beginner,3.0,4.8,English,Music,2015.0,18025.0,Udemy,,
1104,How To Play The Djembe: For Beginners,Si,30,414.0,All,1.0,4.4,English,Music,2014.0,12420.0,Udemy,,
1105,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,Si,45,198.0,All,2.5,4.5,English,Music,2016.0,8910.0,Udemy,,
1106,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,Si,40,250.0,Beginner,3.0,4.8,English,Music,2013.0,10000.0,Udemy,,
1107,Bass Guitar Lessons For Beginners,Si,95,180.0,Beginner,2.5,4.4,English,Music,2016.0,17100.0,Udemy,,
1108,Pure Pentatonic Power: Rock and Blues Guitar Soloing,Si,50,128.0,All,2.0,4.8,English,Music,2016.0,6400.0,Udemy,,
1109,Rock Drumset Grooves: Level 1,Si,20,709.0,Beginner,2.0,4.2,English,Music,2014.0,14180.0,Udemy,,
1110,Learn Oud 1 (No Prior Music Knowledge Required!),Si,20,153.0,Beginner,3.5,4.7,English,Music,2015.0,3060.0,Udemy,,
1111,Improvise On The Piano In 30 Minutes,Si,40,85.0,Beginner,1.5,4.2,English,Music,2016.0,3400.0,Udemy,,
1112,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,Si,45,178.0,All,2.0,4.2,English,Music,2016.0,8010.0,Udemy,,
1113,Learn to Play Trombone: Go From Beginner to Pro in No Time!,Si,50,402.0,All,7.5,4.5,English,Music,2015.0,20100.0,Udemy,,
1114,Play Piano To-day! - Beginner Piano Lessons For Busy People!,Si,100,476.0,Beginner,4.0,4.5,English,Music,2016.0,47600.0,Udemy,,
1115,Learn to Play the Flute: Beginner to Pro in Under Five Hours,Si,50,707.0,Beginner,7.0,4.4,English,Music,2014.0,35350.0,Udemy,,
1116,Play Piano 7: Improvise on For All We Know in F Key by Ear,Si,50,438.0,All,1.5,5.0,English,Music,2016.0,21900.0,Udemy,,
1117,World's Fastest Piano Method - The Piano Revolution!,Si,95,1199.0,Beginner,2.0,4.2,English,Music,2013.0,113905.0,Udemy,,
1118,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,Si,50,966.0,Beginner,7.5,4.5,English,Music,2014.0,48300.0,Udemy,,
1119,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,Si,50,877.0,Beginner,6.0,4.8,English,Music,2015.0,43850.0,Udemy,,
1120,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",Si,50,1504.0,All,0.6833333333333333,4.4,English,Music,2013.0,75200.0,Udemy,,
1121,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,Si,95,1064.0,All,2.5,4.4,English,Music,2015.0,101080.0,Udemy,,
1122,Easy to play Christmas Songs for Guitar,Si,100,1229.0,All,0.5,4.8,English,Music,2015.0,122900.0,Udemy,,
1123,Ultimate Blues Guitar Beginner Lessons,Si,20,922.0,Beginner,10.5,4.9,English,Music,2014.0,18440.0,Udemy,,
1124,How to Play Piano - Your First Lesson!,No,0,662.0,Beginner,0.5166666666666666,4.4,English,Music,2017.0,0.0,Udemy,,
1125,Playing Piano : Reading and Playing Classical Tunes Vol.I,Si,50,1732.0,Beginner,2.0,3.7,English,Music,2015.0,86600.0,Udemy,,
1126,Blues School! A Course For Beginners in Blues Piano & Improv,Si,120,326.0,All,3.0,4.7,English,Music,2017.0,39120.0,Udemy,,
1127,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,Si,80,1284.0,All,2.0,4.6,English,Music,2015.0,102720.0,Udemy,,
1128,31 Day Guitar Challenge,Si,40,1029.0,Beginner,3.5,4.4,English,Music,2015.0,41160.0,Udemy,,
1129,Percussive Fingerstyle Guitar,Si,50,886.0,Intermediate,1.5,4.6,English,Music,2015.0,44300.0,Udemy,,
1130,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,Si,50,1213.0,Beginner,5.0,4.5,English,Music,2014.0,60650.0,Udemy,,
1131,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",Si,100,1605.0,Beginner,2.0,4.2,English,Music,2015.0,160500.0,Udemy,,
1132,Playing Piano:  Play Chords and Popular Pieces Vol.I,Si,100,1987.0,Beginner,3.0,4.3,English,Music,2016.0,198700.0,Udemy,,
1133,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,Si,75,1052.0,Intermediate,0.5,3.2,English,Music,2016.0,78900.0,Udemy,,
1134,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,Si,50,1548.0,Beginner,2.0,4.7,English,Music,2015.0,77400.0,Udemy,,
1135,Guitar Fretboard Mastery for the Blues Guitarist,Si,20,257.0,All,1.0,4.8,English,Music,2014.0,5140.0,Udemy,,
1136,Quick & Easy Piano Chords: Play more songs with more chords,Si,55,1818.0,Beginner,2.5,3.4,English,Music,2014.0,99990.0,Udemy,,
1137,Piano With Willie: Blues n' Boogie Vol. 2,Si,40,95.0,Intermediate,2.5,4.4,English,Music,2016.0,3800.0,Udemy,,
1138,Have Fun with Beginner Blues Piano,Si,75,321.0,All,2.5,4.6,English,Music,2013.0,24075.0,Udemy,,
1139,Learn to Play Harp: Beginners Course,No,0,408.0,Beginner,0.6833333333333333,4.8,English,Music,2017.0,0.0,Udemy,,
1140,Guitar Lessons - Learning The Neck - Fretboard Mastery,Si,45,239.0,All,6.0,4.8,English,Music,2016.0,10755.0,Udemy,,
1141,Take your double bass drum technique to the next level,Si,40,584.0,Intermediate,5.5,4.8,English,Music,2016.0,23360.0,Udemy,,
1142,How To Play The Cajon: For Beginners,Si,30,144.0,All,1.5,4.7,English,Music,2015.0,4320.0,Udemy,,
1143,Slide Guitar- Slide Soloing Essentials,Si,50,297.0,All,3.0,4.7,English,Music,2016.0,14850.0,Udemy,,
1144,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,Si,60,1137.0,All,1.0,4.5,English,Music,2016.0,68220.0,Udemy,,
1145,Learn Acoustic Guitar for Worship,Si,40,86.0,Beginner,2.0,4.4,English,Music,2017.0,3440.0,Udemy,,
1147,Beginner Guitar Lessons by Paul Gronow,Si,50,659.0,All,3.5,4.3,English,Music,2016.0,32950.0,Udemy,,
1148,Guitar Fretboard Secrets,Si,55,186.0,Intermediate,2.0,4.2,English,Music,2016.0,10230.0,Udemy,,
1149,150 Rock Guitar Licks You MUST Know,Si,45,252.0,All,4.5,4.8,English,Music,2016.0,11340.0,Udemy,,
1150,Didgeridoo - from zero to HERO! Part One - beginning,Si,35,87.0,Beginner,3.0,4.8,English,Music,2016.0,3045.0,Udemy,,
1151,Learn Piano Scales: Play any song in any key! Like Pro's do,Si,50,1720.0,Beginner,2.5,3.6,English,Music,2014.0,86000.0,Udemy,,
1152,Blues Master - Beginner's Techniques Piano Course,No,0,2618.0,All,1.5,3.8,English,Music,2016.0,0.0,Udemy,,
1153,"How to play Djembe, Drums & Rhythm. Level 2",Si,40,390.0,Intermediate,2.0,4.8,English,Music,2015.0,15600.0,Udemy,,
1154,Instant Harmonica - play Amazing Grace with grace and ease!,Si,40,496.0,Beginner,1.0,4.6,English,Music,2015.0,19840.0,Udemy,,
1155,Piano Improvisation from Day One,Si,20,1249.0,All,3.0,4.0,English,Music,2013.0,24980.0,Udemy,,
1156,Classical Guitar Essentials - The Basics Part 1,Si,65,861.0,Beginner,4.5,4.7,English,Music,2016.0,55965.0,Udemy,,
1157,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,Si,60,973.0,All,2.0,4.7,English,Music,2016.0,58380.0,Udemy,,
1158,How to play in a local Irish music session with confidence,Si,40,193.0,All,1.0,4.7,English,Music,2016.0,7720.0,Udemy,,
1159,The Total Beginner's Guitar Course,No,0,9193.0,Beginner,1.5,4.5,English,Music,2016.0,0.0,Udemy,,
1160,16 Guitar Chords to Jam With - (Beginner - Intermediate),Si,20,1224.0,Beginner,1.0,4.2,English,Music,2015.0,24480.0,Udemy,,
1161,101 Awesome Rockabilly Guitar Licks,Si,40,407.0,Intermediate,2.5,5.0,English,Music,2016.0,16280.0,Udemy,,
1162,A beginner`s guide to fingerpicking and strumming guitar',No,0,3481.0,Beginner,2.0,3.8,English,Music,2016.0,0.0,Udemy,,
1163,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",Si,40,124.0,Beginner,1.0,4.6,English,Music,2017.0,4960.0,Udemy,,
1164,Your First Course on Piano,Si,70,2002.0,Beginner,4.0,4.6,English,Music,2015.0,140140.0,Udemy,,
1165,Acoustic Guitar Basics,No,0,14495.0,Beginner,2.0,4.8,English,Music,2014.0,0.0,Udemy,,
1166,Cracking the Violin Code!,Si,120,746.0,All,5.5,5.0,English,Music,2015.0,89520.0,Udemy,,
1167,Instant Bodhran - part one; learn the basics of drumming now,Si,30,920.0,Beginner,1.0,4.8,English,Music,2016.0,27600.0,Udemy,,
1168,"Play The Piano By Ear | Master Class, Learn By Doing",Si,175,362.0,All,2.5,4.0,English,Music,2016.0,63350.0,Udemy,,
1169,Discover Classical Guitar Level 2   ,Si,75,927.0,Intermediate,11.5,4.7,English,Music,2015.0,69525.0,Udemy,,
1170,Fingerpicking Classics - Great songs played fingerstyle!,Si,20,953.0,All,2.0,3.8,English,Music,2015.0,19060.0,Udemy,,
1171,6 Must Know Tricks to Successful Solos,Si,35,469.0,All,4.0,4.2,English,Music,2015.0,16415.0,Udemy,,
1172,Learn the Violin - No Music Experience Necessary!,Si,120,600.0,Beginner,3.0,4.6,English,Music,2015.0,72000.0,Udemy,,
1173,Your Second Course on Piano: Two Handed Playing,Si,70,1018.0,Beginner,5.0,4.3,English,Music,2015.0,71260.0,Udemy,,
1174,How to Design Your Own Guitar,Si,50,181.0,All,5.0,4.8,English,Music,2014.0,9050.0,Udemy,,
1175,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,No,0,8240.0,Intermediate,1.5,4.4,English,Music,2013.0,0.0,Udemy,,
1176,Play Sonny Terry style on Harmonica and dazzle your friends!,Si,200,582.0,All,5.5,4.7,English,Music,2014.0,116400.0,Udemy,,
1177,Blues and Advanced Guitar Lessons,Si,85,1235.0,All,7.5,4.4,English,Music,2013.0,104975.0,Udemy,,
1178,Basic Piano Hymn Playing,Si,20,1842.0,Beginner,1.5,4.3,English,Music,2013.0,36840.0,Udemy,,
1179,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,Si,35,3137.0,All,1.5,4.8,English,Music,2014.0,109795.0,Udemy,,
1180,Piano Music Theory (Back To Basics) by JFilt,No,0,4967.0,Beginner,0.5,4.6,English,Music,2017.0,0.0,Udemy,,
1181,Guitar - 12  Strumming Patterns You Must Know For Guitar,Si,50,2154.0,Beginner,1.0,4.7,English,Music,2015.0,107700.0,Udemy,,
1182,Guitar Lessons for complete beginners - super simple and fun,Si,20,936.0,Beginner,0.6666666666666666,4.4,English,Music,2016.0,18720.0,Udemy,,
1183,CAGED Pentatonic System for Guitar - Level 3,Si,45,1224.0,All,1.5,4.6,English,Music,2016.0,55080.0,Udemy,,
1184,Classical Guitar Essentials - The Basics Part 2,Si,95,1030.0,Intermediate,4.5,4.8,English,Music,2017.0,97850.0,Udemy,,
1185,Keyboard Instruments - Read Sheet Music for Piano Fast!,Si,50,2788.0,Beginner,1.5,4.6,English,Music,2015.0,139400.0,Udemy,,
1186,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,Si,20,2686.0,Beginner,6.0,4.4,English,Music,2016.0,53720.0,Udemy,,
1187,Play Piano 4: Improvise on popular song Yesterday chords,Si,50,1018.0,All,1.5,4.9,English,Music,2016.0,50900.0,Udemy,,
1188,Beginner's Guitar Lessons - Crash Course for Busy Adults,Si,50,1194.0,Beginner,2.0,5.0,English,Music,2017.0,59700.0,Udemy,,
1189,Getting Started with the Guitar in 5 Days,No,0,270.0,Beginner,1.5,4.1,English,Music,2017.0,0.0,Udemy,,
1190,Guitar Lessons - String Bending And Vibrato Essentials,No,0,3325.0,All,1.0,5.0,English,Music,2016.0,0.0,Udemy,,
1191,Piano With Willie: Blues n' Boogie Vol. 1,Si,40,172.0,Intermediate,2.5,4.5,English,Music,2016.0,6880.0,Udemy,,
1192,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,Si,70,834.0,All,1.0,4.4,English,Music,2015.0,58380.0,Udemy,,
1193,Learn How To Play 25 Classic Hip Hop Songs,Si,25,153.0,All,2.5,4.6,English,Music,2017.0,3825.0,Udemy,,
