Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma,add_certificate,price_Certificate
2941,Introducción a la gravedad cuántica de lazos,No,0,7360.0,Beginner,840.0,,Spanish,Science,,,edX,Si,50.0
2942,Introduction to the Music Business,No,0,46607.0,Beginner,1008.0,,English,Business & Management,,,edX,Si,49.0
2943,Introducción a la programación en C: Tipos de datos y estructuras,No,0,13480.0,Beginner,672.0,,Spanish,Computer Science,,,edX,Si,49.0
2944,Visualización de Datos y Storytelling,No,0,5980.0,Intermediate,672.0,,Spanish,Data Analysis & Statistics,,,edX,Si,49.0
2945,"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",No,0,10488.0,Intermediate,1176.0,,English,Environmental Studies,,,edX,Si,49.0
2946,Fundamentals of Financial Mathematics and Capital Budgeting,No,0,5410.0,Beginner,672.0,,English,Economics & Finance,,,edX,Si,99.0
2947,Gestión participativa: motivación y liderazgo organizacional,No,0,23441.0,Intermediate,1344.0,,Spanish,Business & Management,,,edX,Si,79.0
2948,Energía eléctrica: conceptos y principios básicos,No,0,9762.0,Intermediate,1176.0,,Spanish,Engineering,,,edX,Si,49.0
2949,Market Segmentation Analysis,No,0,17055.0,Intermediate,840.0,,English,Business & Management,,,edX,Si,99.0
2950,AP® English Literature & Composition – Part 2: Poems,No,0,5719.0,Beginner,1176.0,,English,Humanities,,,edX,Si,49.0
2951,"Electrical, Optical & Magnetic Materials and Devices",No,0,16905.0,Intermediate,2688.0,,English,Engineering,,,edX,Si,150.0
2952,How to Design a Successful Business Model,No,0,33656.0,Beginner,1344.0,,English,Business & Management,,,edX,Si,99.0
2953,Ecodesign for Cities and Suburbs,No,0,28472.0,Beginner,1008.0,,English,Environmental Studies,,,edX,Si,99.0
2954,Agile Software Development,No,0,37158.0,Beginner,1008.0,,English,Computer Science,,,edX,Si,50.0
2955,Diseño de sistemas de información gerencial para intranet con Microsoft Access,No,0,9144.0,Intermediate,672.0,,Spanish,Computer Science,,,edX,Si,49.0
2956,Gestão de Projetos de Desenvolvimento,No,0,28337.0,Beginner,1680.0,,Portuguese,Business & Management,,,edX,Si,49.0
2957,Innovation: From Plan to Product,No,0,12918.0,Intermediate,1680.0,,English,Business & Management,,,edX,Si,249.0
2958,Climate Change: Carbon Capture and Storage,No,0,10551.0,Beginner,840.0,,English,Engineering,,,edX,Si,49.0
2959,Reservoir Geomechanics,No,0,5280.0,Beginner,1680.0,,English,Energy & Earth Sciences,,,edX,Si,129.0
2960,IoT System Architecture: Design and Evaluation,No,0,5914.0,Beginner,504.0,,English,Computer Science,,,edX,Si,99.0
2961,Noongar Language and Culture,No,0,10858.0,Beginner,1008.0,,English,Language,,,edX,Si,139.0
2962,Sustainable Food Security: Food Access,No,0,18943.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,49.0
2963,Bases Matemáticas: Integrales,No,0,23703.0,Beginner,840.0,,Spanish,Math,,,edX,Si,50.0
2964,Epidemics II,No,0,8565.0,Beginner,504.0,,English,Medicine,,,edX,Si,139.0
2965,Derechos humanos: Los derechos de las personas refugiadas,No,0,28398.0,Beginner,504.0,,Spanish,Humanities,,,edX,Si,49.0
2966,Big Data Analytics,No,0,43009.0,Intermediate,1680.0,,English,Computer Science,,,edX,Si,199.0
2967,"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",No,0,6594.0,Intermediate,1176.0,,English,Math,,,edX,Si,49.0
2968,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,No,0,16028.0,Beginner,1008.0,,Spanish,Social Sciences,,,edX,Si,25.0
2969,Fundamentals of Market Structure,No,0,32049.0,Beginner,168.0,,English,Economics & Finance,,,edX,Si,25.0
2970,Protecting Children in Humanitarian Settings,No,0,7246.0,Intermediate,2016.0,,English,Social Sciences,,,edX,Si,50.0
2971,How to Achieve the Sustainable Development Goals,No,0,12719.0,Intermediate,1176.0,,English,Environmental Studies,,,edX,Si,49.0
2972,Aprendizaje y Enseñanza en la Era Digital,No,0,16954.0,Intermediate,672.0,,Spanish,Education & Teacher Training,,,edX,Si,49.0
2973,From Atoms to Stars: How Physics Explains Our World,No,0,15914.0,Intermediate,672.0,,English,Physics,,,edX,Si,49.0
2974,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",No,0,8330.0,Intermediate,1008.0,,English,Physics,,,edX,Si,79.0
2975,Contemporary Issues in World Politics,No,0,11426.0,Beginner,1176.0,,English,Social Sciences,,,edX,Si,59.0
2976,More Fun with Prime Numbers,No,0,10604.0,Intermediate,840.0,,English,Math,,,edX,Si,49.0
2977,Enterprise Selling,No,0,5020.0,Beginner,1008.0,,English,Business & Management,,,edX,Si,149.0
2978,Climate Change: Financial Risks and Opportunities,No,0,9977.0,Intermediate,672.0,,English,Economics & Finance,,,edX,Si,79.0
2979,Caer o No caer. El Secreto de las Estructuras.,No,0,20939.0,Beginner,1344.0,,Spanish,Engineering,,,edX,Si,29.0
2980,Mandarin Chinese Level 2,No,0,8784.0,Beginner,1008.0,,English,Language,,,edX,Si,149.0
2981,Design Thinking: Prototyping and User Testing,No,0,10769.0,Intermediate,1008.0,,English,Business & Management,,,edX,Si,299.0
2982,Bases Matemáticas: Derivadas,No,0,24301.0,Beginner,840.0,,Spanish,Math,,,edX,Si,50.0
2983,Buscar en Internet,No,0,27320.0,Beginner,1176.0,,Spanish,Computer Science,,,edX,Si,49.0
2984,Big Data and Education,No,0,14909.0,Expert,1344.0,,English,Data Analysis & Statistics,,,edX,Si,169.0
2985,Model-Based Automotive Systems Engineering,No,0,13857.0,Expert,1176.0,,English,Engineering,,,edX,Si,249.0
2986,Introduction to Hyperledger Blockchain Technologies,No,0,138884.0,Beginner,2352.0,,English,Business & Management,,,edX,Si,199.0
2987,Mercados de capital y participantes claves,No,0,7210.0,Beginner,336.0,,Spanish,Economics & Finance,,,edX,Si,49.0
2988,Introducción al desarrollo de videojuegos con Unity,No,0,27474.0,Intermediate,1008.0,,Spanish,Computer Science,,,edX,Si,50.0
2989,Incorporating Renewable Energy in Electricity Grids,No,0,10430.0,Intermediate,1008.0,,English,Energy & Earth Sciences,,,edX,Si,49.0
2990,Herramientas de la Inteligencia de Negocios,No,0,24130.0,Beginner,840.0,,Spanish,Data Analysis & Statistics,,,edX,Si,49.0
2991,Sprint Planning for Faster Agile Team Delivery,No,0,10654.0,Expert,672.0,,English,Engineering,,,edX,Si,199.0
2992,Introduction to Water and Climate,No,0,36320.0,Intermediate,1680.0,,English,Engineering,,,edX,Si,50.0
2993,The Medieval Icelandic Sagas,No,0,11176.0,Intermediate,1008.0,,English,Humanities,,,edX,Si,50.0
2994,Community Engagement: Collaborating for Change,No,0,11818.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,49.0
2995,Introducción al Internet de las Cosas (IoT),No,0,6322.0,Beginner,1008.0,,Spanish,Electronics,,,edX,Si,50.0
2996,"Proteins: Alignment, Analysis and Structure",No,0,23560.0,Expert,1344.0,,English,Biology & Life Sciences,,,edX,Si,249.0
2997,AI Applications with Watson,No,0,9173.0,Intermediate,504.0,,English,Computer Science,,,edX,Si,99.0
2998,Data Analytics and Visualization in Health Care,No,0,7304.0,Expert,1344.0,,English,Data Analysis & Statistics,,,edX,Si,249.0
2999,Question Everything: Scientific Thinking in Real Life,No,0,34279.0,Beginner,1344.0,,English,Math,,,edX,Si,59.0
3000,Introduction to Lifestyle Medicine,No,0,9002.0,Beginner,1344.0,,English,Biology & Life Sciences,,,edX,Si,79.0
3001,"Social Work Practice with Individuals, Families, and Small Groups",No,0,16134.0,Expert,1344.0,,English,Social Sciences,,,edX,Si,199.0
3002,Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,No,0,6938.0,Beginner,1680.0,,Chinese,Medicine,,,edX,Si,49.0
3003,Indian & Tibetan River of Buddhism,No,0,6738.0,Intermediate,2016.0,,English,Humanities,,,edX,Si,49.0
3004,Financial Analysis for Decision Making,No,0,39156.0,Beginner,672.0,,English,Business & Management,,,edX,Si,199.0
3005,Lifestyle Medicine Treatments of Chronic Disease – Part 1,No,0,5668.0,Intermediate,336.0,,English,Medicine,,,edX,Si,179.0
3006,Building Containerized Applications on AWS,No,0,6128.0,Intermediate,840.0,,English,Computer Science,,,edX,Si,99.0
3007,Biobased Products for a Sustainable (Bio)economy,No,0,6951.0,Beginner,1680.0,,English,Biology & Life Sciences,,,edX,Si,50.0
3008,Social Work Practice: Advocating Social Justice and Change,No,0,19603.0,Beginner,840.0,,English,Social Sciences,,,edX,Si,49.0
3009,Anthropology of Current World Issues,No,0,44821.0,Beginner,1512.0,,English,Humanities,,,edX,Si,99.0
3010,Buyer Behaviour and Analysis,No,0,19717.0,Expert,2016.0,,English,Communication,,,edX,Si,199.0
3011,Idea Development: Create and Implement Innovative Ideas,No,0,11501.0,Intermediate,1680.0,,English,Business & Management,,,edX,Si,249.0
3012,Analysis of Transport Phenomena I: Mathematical Methods,No,0,9169.0,Expert,2856.0,,English,Engineering,,,edX,Si,149.0
3013,Leading the Organization,No,0,14998.0,Intermediate,1680.0,,English,Business & Management,,,edX,Si,249.0
3014,"Financial Programming and Policies, Part 2: Program Design",No,0,19330.0,Intermediate,1176.0,,English,Economics & Finance,,,edX,Si,25.0
3015,Introduction to Open Source Networking Technologies,No,0,17436.0,Beginner,2352.0,,English,Computer Science,,,edX,Si,169.0
3016,Deep Learning Essentials,No,0,5018.0,Intermediate,840.0,,English,Computer Science,,,edX,Si,149.0
3017,Estadística Aplicada a los Negocios,No,0,25295.0,Beginner,840.0,,Spanish,Data Analysis & Statistics,,,edX,Si,49.0
3018,"English for Journalists, Part 2",No,0,22814.0,Intermediate,840.0,,English,Communication,,,edX,Si,49.0
3019,Teaching & Learning in the Diverse Classroom,No,0,7104.0,Beginner,840.0,,English,Education & Teacher Training,,,edX,Si,99.0
3020,Fundamentals of Microeconomics | Fundamentos de Microeconomía,No,0,18456.0,Beginner,1176.0,,English,Social Sciences,,,edX,Si,129.0
3021,IoT Networks and Protocols,No,0,22136.0,Beginner,840.0,,English,Computer Science,,,edX,Si,199.0
3022,China’s First Empires and the Rise of Buddhism,No,0,46053.0,Beginner,2520.0,,English,History,,,edX,Si,139.0
3023,Apnea y Trastornos del Sueño,No,0,14902.0,Beginner,1680.0,,Spanish,Health & Safety,,,edX,Si,49.0
3024,Educación sobre el cambio climático,No,0,23253.0,Beginner,1680.0,,Spanish,Education & Teacher Training,,,edX,Si,25.0
3025,Urban Sewage Treatment,No,0,40408.0,Intermediate,1176.0,,English,Engineering,,,edX,Si,50.0
3026,Doing Gender and Why it Matters,No,0,6826.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,99.0
3027,Producción musical y su efecto en la composición,No,0,7869.0,Beginner,1008.0,,Spanish,Music,,,edX,Si,49.0
3028,"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",No,0,12425.0,Intermediate,1344.0,,English,Electronics,,,edX,Si,70.0
3029,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",No,0,9340.0,Beginner,1008.0,,English,Music,,,edX,Si,99.0
3030,Modelos predictivos con Machine Learning,No,0,5102.0,Intermediate,672.0,,Spanish,Computer Science,,,edX,Si,49.0
3031,Les fondements de la stratégie d’entreprise,No,0,33021.0,Beginner,1680.0,,French,Business & Management,,,edX,Si,150.0
3032,Solar Energy: Integration of Photovoltaic Systems in Microgrids,No,0,20068.0,Expert,1512.0,,English,Engineering,,,edX,Si,250.0
3033,"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",No,0,12630.0,Intermediate,840.0,,English,Computer Science,,,edX,Si,99.0
3034,Introducción a las ecuaciones diferenciales,No,0,9868.0,Intermediate,1176.0,,Spanish,Math,,,edX,Si,49.0
3035,Tropical coastal ecosystems,No,0,23031.0,Beginner,1512.0,,English,Biology & Life Sciences,,,edX,Si,99.0
3036,Modern China’s Foundations: The Manchus and the Qing,No,0,47166.0,Beginner,2520.0,,English,History,,,edX,Si,139.0
3037,AWS Developer: Deploying on AWS,No,0,25244.0,Expert,1008.0,,English,Computer Science,,,edX,Si,149.0
3038,Autonomous Mobile Robots,No,0,62362.0,Intermediate,2520.0,,English,Computer Science,,,edX,Si,50.0
3039,Gestión por resultados para gobiernos subnacionales,No,0,65955.0,Beginner,1680.0,,Spanish,Business & Management,,,edX,Si,25.0
3040,Introduction to Sociology,No,0,10412.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,139.0
3041,Desafios e oportunidades na economia digital,No,0,6913.0,Beginner,1680.0,,Portuguese,Economics & Finance,,,edX,Si,25.0
3042,"Cellular Solids Part 1: Structures, Properties and Engineering Applications",No,0,7186.0,Expert,1512.0,,English,Engineering,,,edX,Si,99.0
3043,Introduction to Statistical Methods for Gene Mapping,No,0,15419.0,Expert,672.0,,English,Data Analysis & Statistics,,,edX,Si,49.0
3044,Cómo vivir una vida saludable y activa,No,0,8990.0,Beginner,840.0,,Spanish,Social Sciences,,,edX,Si,49.0
3045,Mandarin Chinese Level 3,No,0,8418.0,Intermediate,1008.0,,English,Language,,,edX,Si,149.0
3046,Data for Effective Policy Making,No,0,13797.0,Beginner,1680.0,,English,Math,,,edX,Si,25.0
3047,C Programming: Using Linux Tools and Libraries,No,0,13912.0,Intermediate,1176.0,,English,Computer Science,,,edX,Si,49.0
3048,Lernen objekt-orientierter Programmierung,No,0,10657.0,Beginner,1008.0,,German,Computer Science,,,edX,Si,49.0
3049,Cybersecurity: The CISO's View,No,0,21507.0,Beginner,1008.0,,English,Computer Science,,,edX,Si,199.0
3050,Fundamentals of Java EE Development,No,0,10129.0,Intermediate,1176.0,,English,Computer Science,,,edX,Si,99.0
3051,"Instructional Design: Digital Media, New Tools and Technology",No,0,16419.0,Intermediate,1344.0,,English,Education & Teacher Training,,,edX,Si,299.0
3052,Molecular Biology – Part 3: RNA Processing and Translation,No,0,16520.0,Expert,1344.0,,English,Biology & Life Sciences,,,edX,Si,99.0
3053,Power and Responsibility: Doing Philosophy with Superheroes,No,0,8517.0,Beginner,840.0,,English,Art & Culture,,,edX,Si,49.0
3054,Aprendizaje automático y ciencia de datos,No,0,13994.0,Intermediate,840.0,,Spanish,Computer Science,,,edX,Si,50.0
3055,Sustainable Urban Freight Transport: A Global Perspective,No,0,7769.0,Beginner,840.0,,English,Engineering,,,edX,Si,50.0
3056,Técnicas Cuantitativas y Cualitativas para la Investigación,No,0,29885.0,Intermediate,1008.0,,Spanish,Data Analysis & Statistics,,,edX,Si,65.0
3057,Strategic Applications of IT Project & Program Management,No,0,17914.0,Beginner,1008.0,,English,Business & Management,,,edX,Si,199.0
3058,Advanced Bioconductor,No,0,26063.0,Expert,672.0,,English,Data Analysis & Statistics,,,edX,Si,149.0
3059,Análisis e interpretación de información económica y financiera,No,0,5891.0,Intermediate,840.0,,Spanish,Economics & Finance,,,edX,Si,49.0
3060,AWS IoT: Developing and Deploying an Internet of Things,No,0,8884.0,Intermediate,672.0,,English,Computer Science,,,edX,Si,99.0
3061,Embedded Systems - Shape The World: Multi-Threaded Interfacing,No,0,27814.0,Intermediate,1344.0,,English,Computer Science,,,edX,Si,49.0
3062,Hong Kong Cinema through a Global Lens | 全球化下的香港电影,No,0,12458.0,Beginner,1008.0,,English,Humanities,,,edX,Si,50.0
3063,Image Processing and Analysis for Life Scientists,No,0,8621.0,Intermediate,1176.0,,English,Data Analysis & Statistics,,,edX,Si,199.0
3064,La protección del menor,No,0,7654.0,Beginner,840.0,,Spanish,Law,,,edX,Si,49.0
3065,Globalization: Past and Future,No,0,10127.0,Beginner,672.0,,English,History,,,edX,Si,25.0
3066,Star Trek: Inspiring Culture and Technology,No,0,6521.0,Beginner,1176.0,,English,History,,,edX,Si,40.0
3067,Qué funciona en educación: políticas educativas basadas en evidencia,No,0,15701.0,Beginner,1680.0,,Spanish,Education & Teacher Training,,,edX,Si,25.0
3068,Tools for Academic Engagement in Public Policy,No,0,5035.0,Beginner,504.0,,English,Communication,,,edX,Si,199.0
3069,Theory of Change for Development,No,0,10736.0,Beginner,1176.0,,English,Social Sciences,,,edX,Si,199.0
3070,Natural Resources for Sustainable Development,No,0,9668.0,Intermediate,2016.0,,English,Energy & Earth Sciences,,,edX,Si,49.0
3071,Omnichannel Strategy and Management,No,0,15860.0,Intermediate,672.0,,English,Business & Management,,,edX,Si,99.0
3072,General Overview of Cannabis and the Industry’s Outlook and Professions,No,0,5048.0,Beginner,672.0,,English,Environmental Studies,,,edX,Si,199.0
3073,Amazon SageMaker: Simplifying Machine Learning Application Development,No,0,11765.0,Intermediate,672.0,,English,Computer Science,,,edX,Si,99.0
3074,Formulación y nomenclatura de compuestos químicos,No,0,12748.0,Beginner,1008.0,,Spanish,Chemistry,,,edX,Si,49.0
3075,Introducción a la factura electrónica,No,0,5829.0,Intermediate,672.0,,Spanish,Economics & Finance,,,edX,Si,49.0
3076,Demand and Supply Analytics,No,0,23585.0,Intermediate,2016.0,,English,Business & Management,,,edX,Si,249.0
3077,Advanced Algorithmics and Graph Theory with Python,No,0,13502.0,Intermediate,1008.0,,English,Computer Science,,,edX,Si,49.0
3078,Diagramas UML estructurales para la Ingeniería del Software,No,0,5820.0,Beginner,840.0,,Spanish,Computer Science,,,edX,Si,50.0
3079,"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",No,0,6232.0,Intermediate,1176.0,,English,Math,,,edX,Si,49.0
3080,Fundamentos de Mecánica para Ingeniería,No,0,14219.0,Beginner,1008.0,,Spanish,Physics,,,edX,Si,49.0
3081,Leadership and Management for PM Practitioners in IT,No,0,21949.0,Beginner,1008.0,,English,Business & Management,,,edX,Si,199.0
3082,Entrepreneurship 103: Show Me The Money,No,0,15184.0,Beginner,1680.0,,English,Business & Management,,,edX,Si,300.0
3083,Historia de la ética,No,0,9383.0,Beginner,1008.0,,Spanish,Philosophy & Ethics,,,edX,Si,29.0
3084,Radio para internet con Podcast: creación y conceptos básicos,No,0,6460.0,Beginner,1008.0,,Spanish,Communication,,,edX,Si,50.0
3085,Introducción a los circuitos eléctricos,No,0,11953.0,Intermediate,840.0,,Spanish,Electronics,,,edX,Si,49.0
3086,AP® Physics 1: Challenging Concepts,No,0,12145.0,Beginner,1344.0,,English,Physics,,,edX,Si,49.0
3087,Introduction to Java Programming – Part 2,No,0,71203.0,Beginner,840.0,,English,Computer Science,,,edX,Si,99.0
3088,AP® Macroeconomics,No,0,29433.0,Beginner,3024.0,,English,Economics & Finance,,,edX,Si,49.0
3089,Climate Change Education,No,0,12056.0,Beginner,1680.0,,English,Education & Teacher Training,,,edX,Si,25.0
3090,Applied Deep Learning Capstone Project,No,0,8429.0,Expert,840.0,,English,Data Analysis & Statistics,,,edX,Si,99.0
3091,FinTech Ethics and Risks,No,0,10696.0,Beginner,1008.0,,English,Economics & Finance,,,edX,Si,199.0
3092,User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,No,0,23828.0,Expert,1176.0,,English,Engineering,,,edX,Si,139.0
3093,The Conquest of Space: Space Exploration and Rocket Science,No,0,19926.0,Beginner,1176.0,,English,Engineering,,,edX,Si,129.0
3094,What Works in Education: Evidence-Based Education Policies,No,0,5540.0,Beginner,1680.0,,English,Education & Teacher Training,,,edX,Si,25.0
3095,Electric Cars: Business,No,0,14199.0,Intermediate,672.0,,English,Business & Management,,,edX,Si,50.0
3096,Mechanics: Momentum and Energy,No,0,14846.0,Intermediate,2352.0,,English,Physics,,,edX,Si,49.0
3097,Co-Creating Sustainable Cities,No,0,12415.0,Expert,1344.0,,English,Social Sciences,,,edX,Si,49.0
3098,Introduction to Animal Ethics,No,0,6608.0,Beginner,840.0,,English,Philosophy & Ethics,,,edX,Si,49.0
3099,Grant Writing and Crowdfunding for Public Libraries,No,0,12853.0,Beginner,672.0,,English,Humanities,,,edX,Si,49.0
3100,Leading Ambitious Teaching and Learning,No,0,24273.0,Expert,1008.0,,English,Education & Teacher Training,,,edX,Si,199.0
3101,Introducción a la Estructura de la Materia,No,0,11859.0,Beginner,672.0,,Spanish,Chemistry,,,edX,Si,25.0
3102,"Batteries, Fuel Cells, and their Role in Modern Society",No,0,11865.0,Beginner,1008.0,,English,Science,,,edX,Si,49.0
3103,Communication Skills for Dialoguing Across Difference,No,0,60943.0,Beginner,168.0,,English,Communication,,,edX,Si,25.0
3104,Social Media: How Media Got Social,No,0,13616.0,Beginner,672.0,,English,Communication,,,edX,Si,139.0
3105,"Portfolio Management, Governance, & the PMO",No,0,17299.0,Beginner,1008.0,,English,Business & Management,,,edX,Si,199.0
3106,edX101: Overview of Creating an edX Course,No,0,22327.0,Beginner,168.0,,English,Education & Teacher Training,,,edX,Si,99.0
3107,Data Analysis for Decision Making,No,0,8342.0,Expert,1176.0,,English,Business & Management,,,edX,Si,214.0
3108,UML Class Diagrams for Software Engineering,No,0,33710.0,Beginner,504.0,,English,Computer Science,,,edX,Si,49.0
3109,Driving Digital Innovation through Experimentation,No,0,16904.0,Expert,1008.0,,English,Computer Science,,,edX,Si,399.0
3110,Compilation Basics for Macroeconomic Statistics,No,0,6570.0,Beginner,672.0,,English,Data Analysis & Statistics,,,edX,Si,25.0
3111,Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,No,0,20189.0,Beginner,1680.0,,Spanish,Engineering,,,edX,Si,25.0
3112,From Fossil Resources to Biomass: A Chemistry Perspective,No,0,5464.0,Expert,840.0,,English,Energy & Earth Sciences,,,edX,Si,149.0
3113,System Dynamics for Health Sciences,No,0,15157.0,Intermediate,1512.0,,English,Medicine,,,edX,Si,139.0
3114,Introduction to Psychological Research Methods,No,0,17087.0,Beginner,1176.0,,English,Humanities,,,edX,Si,99.0
3115,Sustainable Packaging in a Circular Economy,No,0,6277.0,Intermediate,1008.0,,English,Design,,,edX,Si,50.0
3116,Design in Healthcare: Using Patient Journey Mapping,No,0,17946.0,Beginner,1344.0,,English,Design,,,edX,Si,129.0
3117,"Electronic, Optical, and Magnetic Properties of Materials",No,0,9717.0,Expert,2520.0,,English,Engineering,,,edX,Si,150.0
3118,La España del Quijote,No,0,13277.0,Beginner,1176.0,,Spanish,History,,,edX,Si,19.0
3119,Risk Management for Projects,No,0,22269.0,Beginner,840.0,,English,Business & Management,,,edX,Si,199.0
3120,Smithsonian’s Objects That Define America,No,0,9071.0,Beginner,840.0,,English,Humanities,,,edX,Si,50.0
3121,Creating Modern China: The Republican Period to the Present,No,0,43045.0,Beginner,2520.0,,English,History,,,edX,Si,139.0
3122,Discover Political Science,No,0,6573.0,Intermediate,1680.0,,English,Social Sciences,,,edX,Si,50.0
3123,Data Science: Inferential Thinking through Simulations,No,0,17505.0,Beginner,840.0,,English,Computer Science,,,edX,Si,199.0
3124,Programming for Data Science,No,0,41268.0,Beginner,1680.0,,English,Computer Science,,,edX,Si,199.0
3125,Sensor Fusion and Non-linear Filtering for Automotive Systems,No,0,9709.0,Expert,1008.0,,English,Engineering,,,edX,Si,299.0
3126,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,No,0,8222.0,Beginner,504.0,,English,Humanities,,,edX,Si,49.0
3127,The Quantum Internet and Quantum Computers: How Will They Change the World?,No,0,15014.0,Beginner,1008.0,,English,Science,,,edX,Si,50.0
3128,Research Methods: An Engineering Approach,No,0,20444.0,Beginner,1344.0,,English,Engineering,,,edX,Si,169.0
3129,Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,No,0,15349.0,Beginner,840.0,,Spanish,Philosophy & Ethics,,,edX,Si,49.0
3130,Rise to Leadership: Become a CEO,No,0,16719.0,Intermediate,672.0,,English,Business & Management,,,edX,Si,199.0
3131,Building a Cybersecurity Toolkit,No,0,23275.0,Beginner,1008.0,,English,Computer Science,,,edX,Si,199.0
3132,Life with Diabetes,No,0,12318.0,Beginner,840.0,,English,Medicine,,,edX,Si,139.0
3133,Human Reproduction,No,0,5517.0,Intermediate,1008.0,,English,Biology & Life Sciences,,,edX,Si,169.0
3134,Enabling Technologies for Data Science and Analytics: The Internet of Things,No,0,71290.0,Beginner,840.0,,English,Computer Science,,,edX,Si,99.0
3135,Astrophysics: Exploring Exoplanets,No,0,48539.0,Intermediate,1512.0,,English,Physics,,,edX,Si,50.0
3136,Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,No,0,14266.0,Intermediate,672.0,,Spanish,Humanities,,,edX,Si,49.0
3137,Introduction to Cloud Foundry and Cloud Native Software Architecture,No,0,24444.0,Beginner,2352.0,,English,Computer Science,,,edX,Si,169.0
3138,The Supreme Court & American Politics,No,0,6216.0,Beginner,1344.0,,English,Law,,,edX,Si,29.0
3139,Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,No,0,16423.0,Intermediate,1680.0,,Spanish,Business & Management,,,edX,Si,25.0
3140,Liderazgo en la empresa familiar,No,0,10969.0,Intermediate,1008.0,,Spanish,Business & Management,,,edX,Si,49.0
3141,Comparative Political Systems,No,0,6934.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,59.0
3142,Cloud Computing for Enterprises,No,0,27241.0,Intermediate,1344.0,,English,Computer Science,,,edX,Si,299.0
3143,Diversity and Social Justice in Social Work,No,0,11055.0,Expert,1344.0,,English,Social Sciences,,,edX,Si,199.0
3144,Public Library Marketing and Public Relations,No,0,7525.0,Beginner,672.0,,English,Humanities,,,edX,Si,49.0
3145,"Healthcare Finance, Economics and Risk",No,0,8006.0,Intermediate,840.0,,English,Economics & Finance,,,edX,Si,199.0
3146,Reacciones Químicas y Cálculos Estequiométricos,No,0,8907.0,Beginner,1008.0,,Spanish,Chemistry,,,edX,Si,49.0
3147,Seeking Women’s Rights: Colonial Period to the Civil War,No,0,5157.0,Intermediate,1680.0,,English,History,,,edX,Si,50.0
3148,VideoX: Creating Video for the edX Platform,No,0,12159.0,Beginner,336.0,,English,Education & Teacher Training,,,edX,Si,99.0
3149,Sustainable Development: The Post-Capitalist Order,No,0,7031.0,Beginner,1344.0,,English,Economics & Finance,,,edX,Si,49.0
3150,"Health Law, Policy, and Advocacy",No,0,6358.0,Intermediate,840.0,,English,Law,,,edX,Si,199.0
3151,Understanding Nuclear Energy,No,0,16015.0,Intermediate,1008.0,,English,Engineering,,,edX,Si,50.0
3152,Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),No,0,11431.0,Beginner,672.0,,Spanish,Business & Management,,,edX,Si,50.0
3153,AP® Calculus BC,No,0,8542.0,Beginner,1848.0,,English,Math,,,edX,Si,49.0
3154,Entrepreneurial Opportunities,No,0,27182.0,Beginner,840.0,,English,Business & Management,,,edX,Si,50.0
3155,Agua en América Latina: Abundancia en medio de la escasez mundial,No,0,38581.0,Beginner,1680.0,,Spanish,Environmental Studies,,,edX,Si,25.0
3156,Understanding Political Concepts,No,0,7421.0,Beginner,1008.0,,English,Social Sciences,,,edX,Si,59.0
3157,How to Code: Complex Data,No,0,34190.0,Beginner,1008.0,,English,Computer Science,,,edX,Si,125.0
3158,Hypersonics – from Shock Waves to Scramjets,No,0,19043.0,Expert,672.0,,English,Engineering,,,edX,Si,99.0
3159,Micro and Nanofabrication (MEMS),No,0,16094.0,Expert,1176.0,,English,Engineering,,,edX,Si,199.0
3160,Scientific Methods and Research,No,0,7501.0,Intermediate,840.0,,English,Science,,,edX,Si,49.0
3161,Customer Centric Marketing for Entrepreneurs,No,0,14003.0,Intermediate,672.0,,English,Business & Management,,,edX,Si,149.0
3162,Dog Behavior: Problems and Solutions,No,0,16467.0,Intermediate,504.0,,English,Social Sciences,,,edX,Si,169.0
3163,The Business of Mining,No,0,20406.0,Beginner,672.0,,English,Business & Management,,,edX,Si,139.0
