course_id,Año,Cantidad,course_title
social-media-marketing-introduction,2020,48,Introduction to Social Media Marketing
social-psychology,2018,16,Social Psychology
social-psychology,2019,119,Social Psychology
social-psychology,2020,1116,Social Psychology
social-work-practice-advocating-social-justice-and-change,2020,5,Social Work Practice: Advocating Social Justice and Change
software-processes-and-agile-practices,2015,61,Software Processes and Agile Practices
software-processes-and-agile-practices,2016,116,Software Processes and Agile Practices
software-processes-and-agile-practices,2017,95,Software Processes and Agile Practices
software-processes-and-agile-practices,2018,60,Software Processes and Agile Practices
software-processes-and-agile-practices,2019,96,Software Processes and Agile Practices
software-processes-and-agile-practices,2020,233,Software Processes and Agile Practices
solar-energy-basics,2019,21,Solar Energy Basics
solar-energy-basics,2020,388,Solar Energy Basics
songwriting-lyrics,2016,21,Songwriting: Writing the Lyrics
songwriting-lyrics,2017,49,Songwriting: Writing the Lyrics
songwriting-lyrics,2018,28,Songwriting: Writing the Lyrics
songwriting-lyrics,2019,31,Songwriting: Writing the Lyrics
songwriting-lyrics,2020,47,Songwriting: Writing the Lyrics
spanish-in-healthcare-settings,2019,2,Spanish for Successful Communication in Healthcare Settings
spanish-in-healthcare-settings,2020,4,Spanish for Successful Communication in Healthcare Settings
spanish-vocabulary-meeting-people,2017,48,Spanish Vocabulary: Meeting People
spanish-vocabulary-meeting-people,2018,54,Spanish Vocabulary: Meeting People
spanish-vocabulary-meeting-people,2019,46,Spanish Vocabulary: Meeting People
spanish-vocabulary-meeting-people,2020,330,Spanish Vocabulary: Meeting People
speak-english-professionally,2016,248,"Speak English Professionally: In Person, Online & On the Phone"
speak-english-professionally,2017,110,"Speak English Professionally: In Person, Online & On the Phone"
speak-english-professionally,2018,90,"Speak English Professionally: In Person, Online & On the Phone"
speak-english-professionally,2019,197,"Speak English Professionally: In Person, Online & On the Phone"
speak-english-professionally,2020,1545,"Speak English Professionally: In Person, Online & On the Phone"
spectroscopy,2017,16,Introduction to Molecular Spectroscopy
spectroscopy,2018,25,Introduction to Molecular Spectroscopy
spectroscopy,2019,36,Introduction to Molecular Spectroscopy
spectroscopy,2020,331,Introduction to Molecular Spectroscopy
sports-marketing,2018,1,Sports Marketing
sports-marketing,2019,43,Sports Marketing
sports-marketing,2020,172,Sports Marketing
sports-society,2016,22,Sports and Society
sports-society,2017,23,Sports and Society
sports-society,2018,20,Sports and Society
sports-society,2019,19,Sports and Society
sports-society,2020,132,Sports and Society
sql-data-science,2018,107,Databases and SQL for Data Science
sql-data-science,2019,575,Databases and SQL for Data Science
sql-data-science,2020,645,Databases and SQL for Data Science
sql-for-data-science,2017,16,SQL for Data Science
sql-for-data-science,2018,271,SQL for Data Science
sql-for-data-science,2019,437,SQL for Data Science
sql-for-data-science,2020,1127,SQL for Data Science
statistical-inferences,2016,22,Improving your statistical inferences
statistical-inferences,2017,51,Improving your statistical inferences
statistical-inferences,2018,47,Improving your statistical inferences
statistical-inferences,2019,33,Improving your statistical inferences
statistical-inferences,2020,42,Improving your statistical inferences
stem-cells,2018,20,The Science of Stem Cells
stem-cells,2019,50,The Science of Stem Cells
stem-cells,2020,246,The Science of Stem Cells
stochasticprocesses,2018,22,Stochastic processes
stochasticprocesses,2019,23,Stochastic processes
stochasticprocesses,2020,38,Stochastic processes
strategic-business-management-microeconomics,2018,3,Strategic Business Management - Microeconomics
strategic-business-management-microeconomics,2019,12,Strategic Business Management - Microeconomics
strategic-business-management-microeconomics,2020,13,Strategic Business Management - Microeconomics
strategic-management,2015,79,Strategic Management
strategic-management,2016,157,Strategic Management
strategic-management,2017,135,Strategic Management
strategic-management,2018,92,Strategic Management
strategic-management,2019,82,Strategic Management
strategic-management,2020,205,Strategic Management
success,2017,22,The Science of Success: What Researchers Know that You Should Know
success,2018,27,The Science of Success: What Researchers Know that You Should Know
success,2019,36,The Science of Success: What Researchers Know that You Should Know
success,2020,468,The Science of Success: What Researchers Know that You Should Know
summary-statistics,2019,76,Summary Statistics in Public Health
summary-statistics,2020,157,Summary Statistics in Public Health
supply-chain-logistics,2016,48,Supply Chain Logistics
supply-chain-logistics,2017,124,Supply Chain Logistics
supply-chain-logistics,2018,157,Supply Chain Logistics
supply-chain-logistics,2019,198,Supply Chain Logistics
supply-chain-logistics,2020,890,Supply Chain Logistics
supply-chain-principles,2017,23,Supply Chain Principles
supply-chain-principles,2018,34,Supply Chain Principles
supply-chain-principles,2019,51,Supply Chain Principles
supply-chain-principles,2020,223,Supply Chain Principles
sustainability,2015,28,Introduction to Sustainability
sustainability,2016,52,Introduction to Sustainability
sustainability,2017,48,Introduction to Sustainability
sustainability,2018,27,Introduction to Sustainability
sustainability,2019,43,Introduction to Sustainability
sustainability,2020,371,Introduction to Sustainability
sustainable-fashion,2019,1,Sustainable Fashion
sustainable-fashion,2020,125,Sustainable Fashion
sustainable-finance,2020,48,Principles of Sustainable Finance
sustainable-tourism,2018,11,Sustainable Tourism – promoting environmental public health
sustainable-tourism,2019,31,Sustainable Tourism – promoting environmental public health
sustainable-tourism,2020,200,Sustainable Tourism – promoting environmental public health
system-administration-it-infrastructure-services,2018,323,System Administration and IT Infrastructure Services
system-administration-it-infrastructure-services,2019,412,System Administration and IT Infrastructure Services
system-administration-it-infrastructure-services,2020,1088,System Administration and IT Infrastructure Services
systematic-review,2016,61,Introduction to Systematic Review and Meta-Analysis
systematic-review,2017,102,Introduction to Systematic Review and Meta-Analysis
systematic-review,2018,73,Introduction to Systematic Review and Meta-Analysis
systematic-review,2019,88,Introduction to Systematic Review and Meta-Analysis
systematic-review,2020,243,Introduction to Systematic Review and Meta-Analysis
systems-engineering,2016,9,Introduction to Systems Engineering
systems-engineering,2017,13,Introduction to Systems Engineering
systems-engineering,2018,12,Introduction to Systems Engineering
systems-engineering,2019,15,Introduction to Systems Engineering
systems-engineering,2020,33,Introduction to Systems Engineering
systems-thinking,2016,21,Systems Thinking In Public Health
systems-thinking,2017,32,Systems Thinking In Public Health
systems-thinking,2018,23,Systems Thinking In Public Health
systems-thinking,2019,25,Systems Thinking In Public Health
systems-thinking,2020,43,Systems Thinking In Public Health
teach-online,2016,10,Learning to Teach Online
teach-online,2017,34,Learning to Teach Online
teach-online,2018,22,Learning to Teach Online
teach-online,2019,37,Learning to Teach Online
teach-online,2020,825,Learning to Teach Online
teachlanguageonline,2019,7,Teach English Now! Teaching Language Online
teachlanguageonline,2020,72,Teach English Now! Teaching Language Online
teamwork-skills-effective-communication,2017,1,Teamwork Skills: Communicating Effectively in Groups
teamwork-skills-effective-communication,2018,6,Teamwork Skills: Communicating Effectively in Groups
teamwork-skills-effective-communication,2019,15,Teamwork Skills: Communicating Effectively in Groups
teamwork-skills-effective-communication,2020,577,Teamwork Skills: Communicating Effectively in Groups
technical-support-fundamentals,2018,1971,Technical Support Fundamentals
technical-support-fundamentals,2019,2119,Technical Support Fundamentals
technical-support-fundamentals,2020,7965,Technical Support Fundamentals
technology-of-music-production,2016,23,The Technology of Music Production
technology-of-music-production,2017,54,The Technology of Music Production
technology-of-music-production,2018,36,The Technology of Music Production
technology-of-music-production,2019,33,The Technology of Music Production
technology-of-music-production,2020,89,The Technology of Music Production
tensorflow-sequences-time-series-and-prediction,2019,154,"Sequences, Time Series and Prediction"
tensorflow-sequences-time-series-and-prediction,2020,344,"Sequences, Time Series and Prediction"
terrorism,2015,118,Terrorism and Counterterrorism: Comparing Theory and Practice
terrorism,2016,138,Terrorism and Counterterrorism: Comparing Theory and Practice
terrorism,2017,141,Terrorism and Counterterrorism: Comparing Theory and Practice
terrorism,2018,58,Terrorism and Counterterrorism: Comparing Theory and Practice
terrorism,2019,65,Terrorism and Counterterrorism: Comparing Theory and Practice
terrorism,2020,78,Terrorism and Counterterrorism: Comparing Theory and Practice
the-business-of-product-management-one,2020,5,The Business of Product Management I
the-cycle,2017,33,The Cycle: Management of Successful Arts and Cultural Organizations
the-cycle,2018,18,The Cycle: Management of Successful Arts and Cultural Organizations
the-cycle,2019,16,The Cycle: Management of Successful Arts and Cultural Organizations
the-cycle,2020,41,The Cycle: Management of Successful Arts and Cultural Organizations
the-science-of-well-being,2018,401,The Science of Well-Being
the-science-of-well-being,2019,748,The Science of Well-Being
the-science-of-well-being,2020,7050,The Science of Well-Being
theropods-birds,2016,76,Paleontology: Theropod Dinosaurs and the Origin of Birds
theropods-birds,2017,72,Paleontology: Theropod Dinosaurs and the Origin of Birds
theropods-birds,2018,27,Paleontology: Theropod Dinosaurs and the Origin of Birds
theropods-birds,2019,47,Paleontology: Theropod Dinosaurs and the Origin of Birds
theropods-birds,2020,102,Paleontology: Theropod Dinosaurs and the Origin of Birds
transformation-global-food-system,2020,71,Transformation of the Global Food System
transmedia-storytelling,2016,4,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
transmedia-storytelling,2017,25,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
transmedia-storytelling,2018,22,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
transmedia-storytelling,2019,37,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
transmedia-storytelling,2020,81,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences"
tricky-american-english-pronunciation,2017,42,Tricky American English Pronunciation
tricky-american-english-pronunciation,2018,55,Tricky American English Pronunciation
tricky-american-english-pronunciation,2019,50,Tricky American English Pronunciation
tricky-american-english-pronunciation,2020,459,Tricky American English Pronunciation
troubles-spectre-autisme-diagnostic,2020,94,Troubles du spectre de l'autisme : diagnostic
troubleshooting-debugging-techniques,2020,179,Troubleshooting and Debugging Techniques
trunk-anatomy,2018,47,"Anatomy of the Chest, Abdomen, and Pelvis"
trunk-anatomy,2019,17,"Anatomy of the Chest, Abdomen, and Pelvis"
trunk-anatomy,2020,164,"Anatomy of the Chest, Abdomen, and Pelvis"
truthinourbones-osteoarchaeology-archaeology,2016,28,Osteoarchaeology: The Truth in Our Bones
truthinourbones-osteoarchaeology-archaeology,2017,45,Osteoarchaeology: The Truth in Our Bones
truthinourbones-osteoarchaeology-archaeology,2018,16,Osteoarchaeology: The Truth in Our Bones
truthinourbones-osteoarchaeology-archaeology,2019,12,Osteoarchaeology: The Truth in Our Bones
truthinourbones-osteoarchaeology-archaeology,2020,23,Osteoarchaeology: The Truth in Our Bones
typography,2016,184,Introduction to Typography
typography,2017,138,Introduction to Typography
typography,2018,100,Introduction to Typography
typography,2019,107,Introduction to Typography
typography,2020,281,Introduction to Typography
understanding-arguments,2016,52,Think Again I: How to Understand Arguments
understanding-arguments,2017,126,Think Again I: How to Understand Arguments
understanding-arguments,2018,73,Think Again I: How to Understand Arguments
understanding-arguments,2019,80,Think Again I: How to Understand Arguments
understanding-arguments,2020,252,Think Again I: How to Understand Arguments
understanding-financial-markets,2016,185,Understanding Financial Markets
understanding-financial-markets,2017,124,Understanding Financial Markets
understanding-financial-markets,2018,97,Understanding Financial Markets
understanding-financial-markets,2019,104,Understanding Financial Markets
understanding-financial-markets,2020,346,Understanding Financial Markets
understanding-visualization-data,2018,1,Understanding and Visualizing Data with Python
understanding-visualization-data,2019,89,Understanding and Visualizing Data with Python
understanding-visualization-data,2020,218,Understanding and Visualizing Data with Python
uol-machine-learning-for-all,2019,2,Machine Learning for All
uol-machine-learning-for-all,2020,581,Machine Learning for All
upravleniya-proektami-agile-scrum,2019,11,Agile и Scrum в работе над проектами и продуктами
upravleniya-proektami-agile-scrum,2020,33,Agile и Scrum в работе над проектами и продуктами
user-experience-design,2016,40,Introduction to User Experience Design
user-experience-design,2017,156,Introduction to User Experience Design
user-experience-design,2018,106,Introduction to User Experience Design
user-experience-design,2019,111,Introduction to User Experience Design
user-experience-design,2020,364,Introduction to User Experience Design
uva-darden-agile-team-management,2016,16,Managing an Agile Team
uva-darden-agile-team-management,2017,25,Managing an Agile Team
uva-darden-agile-team-management,2018,36,Managing an Agile Team
uva-darden-agile-team-management,2019,41,Managing an Agile Team
uva-darden-agile-team-management,2020,74,Managing an Agile Team
uva-darden-agile-testing,2016,5,Hypothesis-Driven Development
uva-darden-agile-testing,2017,20,Hypothesis-Driven Development
uva-darden-agile-testing,2018,19,Hypothesis-Driven Development
uva-darden-agile-testing,2019,22,Hypothesis-Driven Development
uva-darden-agile-testing,2020,40,Hypothesis-Driven Development
uva-darden-bcg-pricing-strategy-cost-economics,2017,23,Cost and Economics in Pricing Strategy
uva-darden-bcg-pricing-strategy-cost-economics,2018,25,Cost and Economics in Pricing Strategy
uva-darden-bcg-pricing-strategy-cost-economics,2019,20,Cost and Economics in Pricing Strategy
uva-darden-bcg-pricing-strategy-cost-economics,2020,48,Cost and Economics in Pricing Strategy
uva-darden-continous-delivery-devops,2018,12,Continuous Delivery & DevOps
uva-darden-continous-delivery-devops,2019,75,Continuous Delivery & DevOps
uva-darden-continous-delivery-devops,2020,150,Continuous Delivery & DevOps
uva-darden-design-thinking-innovation,2015,35,Design Thinking for Innovation
uva-darden-design-thinking-innovation,2016,156,Design Thinking for Innovation
uva-darden-design-thinking-innovation,2017,285,Design Thinking for Innovation
uva-darden-design-thinking-innovation,2018,193,Design Thinking for Innovation
uva-darden-design-thinking-innovation,2019,305,Design Thinking for Innovation
uva-darden-design-thinking-innovation,2020,849,Design Thinking for Innovation
uva-darden-design-thinking-social-sector,2017,1,Design Thinking for the Greater Good: Innovation in the Social Sector
uva-darden-design-thinking-social-sector,2018,14,Design Thinking for the Greater Good: Innovation in the Social Sector
uva-darden-design-thinking-social-sector,2019,8,Design Thinking for the Greater Good: Innovation in the Social Sector
uva-darden-design-thinking-social-sector,2020,61,Design Thinking for the Greater Good: Innovation in the Social Sector
uva-darden-digital-product-management,2017,52,Digital Product Management: Modern Fundamentals
uva-darden-digital-product-management,2018,78,Digital Product Management: Modern Fundamentals
uva-darden-digital-product-management,2019,204,Digital Product Management: Modern Fundamentals
uva-darden-digital-product-management,2020,407,Digital Product Management: Modern Fundamentals
uva-darden-financial-accounting,2017,44,Financial Accounting Fundamentals
uva-darden-financial-accounting,2018,42,Financial Accounting Fundamentals
uva-darden-financial-accounting,2019,92,Financial Accounting Fundamentals
uva-darden-financial-accounting,2020,235,Financial Accounting Fundamentals
uva-darden-foundations-business-strategy,2015,30,Foundations of Business Strategy
uva-darden-foundations-business-strategy,2016,83,Foundations of Business Strategy
uva-darden-foundations-business-strategy,2017,56,Foundations of Business Strategy
uva-darden-foundations-business-strategy,2018,44,Foundations of Business Strategy
uva-darden-foundations-business-strategy,2019,63,Foundations of Business Strategy
uva-darden-foundations-business-strategy,2020,178,Foundations of Business Strategy
uva-darden-getting-started-agile,2016,51,Agile Meets Design Thinking
uva-darden-getting-started-agile,2017,83,Agile Meets Design Thinking
uva-darden-getting-started-agile,2018,105,Agile Meets Design Thinking
uva-darden-getting-started-agile,2019,103,Agile Meets Design Thinking
uva-darden-getting-started-agile,2020,299,Agile Meets Design Thinking
uva-darden-managerial-accounting,2018,6,Managerial Accounting Fundamentals
uva-darden-managerial-accounting,2019,10,Managerial Accounting Fundamentals
uva-darden-managerial-accounting,2020,61,Managerial Accounting Fundamentals
uva-darden-market-analytics,2015,12,Marketing Analytics
uva-darden-market-analytics,2016,53,Marketing Analytics
uva-darden-market-analytics,2017,67,Marketing Analytics
uva-darden-market-analytics,2018,57,Marketing Analytics
uva-darden-market-analytics,2019,86,Marketing Analytics
uva-darden-market-analytics,2020,1177,Marketing Analytics
uva-darden-project-management,2015,69,Fundamentals of Project Planning and Management
uva-darden-project-management,2016,126,Fundamentals of Project Planning and Management
uva-darden-project-management,2017,145,Fundamentals of Project Planning and Management
uva-darden-project-management,2018,105,Fundamentals of Project Planning and Management
uva-darden-project-management,2019,118,Fundamentals of Project Planning and Management
uva-darden-project-management,2020,569,Fundamentals of Project Planning and Management
ux-design-fundamentals,2018,9,UX Design Fundamentals
ux-design-fundamentals,2019,80,UX Design Fundamentals
ux-design-fundamentals,2020,160,UX Design Fundamentals
ux-ui-design-de-interface,2018,12,UX / UI: Fundamentos para o design de interface
ux-ui-design-de-interface,2019,42,UX / UI: Fundamentos para o design de interface
ux-ui-design-de-interface,2020,72,UX / UI: Fundamentos para o design de interface
verb-passives,2016,13,Verb Tenses and Passives
verb-passives,2017,38,Verb Tenses and Passives
verb-passives,2018,43,Verb Tenses and Passives
verb-passives,2019,64,Verb Tenses and Passives
verb-passives,2020,172,Verb Tenses and Passives
version-control-with-git,2018,66,Version Control with Git
version-control-with-git,2019,134,Version Control with Git
version-control-with-git,2020,267,Version Control with Git
visual-elements-user-interface-design,2018,36,Visual Elements of User Interface Design
visual-elements-user-interface-design,2019,215,Visual Elements of User Interface Design
visual-elements-user-interface-design,2020,509,Visual Elements of User Interface Design
vital-signs,2016,132,Vital Signs: Understanding What the Body Is Telling Us
vital-signs,2017,222,Vital Signs: Understanding What the Body Is Telling Us
vital-signs,2018,113,Vital Signs: Understanding What the Body Is Telling Us
vital-signs,2019,118,Vital Signs: Understanding What the Body Is Telling Us
vital-signs,2020,380,Vital Signs: Understanding What the Body Is Telling Us
vlsi-cad-logic,2017,5,VLSI CAD Part I: Logic
vlsi-cad-logic,2018,10,VLSI CAD Part I: Logic
vlsi-cad-logic,2019,9,VLSI CAD Part I: Logic
vlsi-cad-logic,2020,52,VLSI CAD Part I: Logic
web-development,2016,7,Introduction to Web Development
web-development,2017,59,Introduction to Web Development
web-development,2018,27,Introduction to Web Development
web-development,2019,71,Introduction to Web Development
web-development,2020,462,Introduction to Web Development
weight-management-beyond-balancing-calories,2019,24,Weight Management: Beyond Balancing Calories
weight-management-beyond-balancing-calories,2020,164,Weight Management: Beyond Balancing Calories
wharton-accounting,2015,86,Introduction to Financial Accounting
wharton-accounting,2016,340,Introduction to Financial Accounting
wharton-accounting,2017,264,Introduction to Financial Accounting
wharton-accounting,2018,200,Introduction to Financial Accounting
wharton-accounting,2019,199,Introduction to Financial Accounting
wharton-accounting,2020,390,Introduction to Financial Accounting
wharton-communication-skills,2017,60,Improving Communication Skills
wharton-communication-skills,2018,73,Improving Communication Skills
wharton-communication-skills,2019,48,Improving Communication Skills
wharton-communication-skills,2020,179,Improving Communication Skills
wharton-contagious-viral-marketing,2015,31,Viral Marketing and How to Craft Contagious Content
wharton-contagious-viral-marketing,2016,154,Viral Marketing and How to Craft Contagious Content
wharton-contagious-viral-marketing,2017,487,Viral Marketing and How to Craft Contagious Content
wharton-contagious-viral-marketing,2018,115,Viral Marketing and How to Craft Contagious Content
wharton-contagious-viral-marketing,2019,123,Viral Marketing and How to Craft Contagious Content
wharton-contagious-viral-marketing,2020,393,Viral Marketing and How to Craft Contagious Content
wharton-cryptocurrency-blockchain-introduction-digital-currency,2019,46,Cryptocurrency and Blockchain: An Introduction to Digital Currencies
wharton-cryptocurrency-blockchain-introduction-digital-currency,2020,84,Cryptocurrency and Blockchain: An Introduction to Digital Currencies
wharton-customer-analytics,2015,137,Customer Analytics
wharton-customer-analytics,2016,371,Customer Analytics
wharton-customer-analytics,2017,307,Customer Analytics
wharton-customer-analytics,2018,284,Customer Analytics
wharton-customer-analytics,2019,355,Customer Analytics
wharton-customer-analytics,2020,588,Customer Analytics
wharton-entrepreneurship-opportunity,2016,141,Entrepreneurship 1: Developing the Opportunity
wharton-entrepreneurship-opportunity,2017,119,Entrepreneurship 1: Developing the Opportunity
wharton-entrepreneurship-opportunity,2018,113,Entrepreneurship 1: Developing the Opportunity
wharton-entrepreneurship-opportunity,2019,98,Entrepreneurship 1: Developing the Opportunity
wharton-entrepreneurship-opportunity,2020,217,Entrepreneurship 1: Developing the Opportunity
wharton-finance,2015,46,Introduction to Corporate Finance
wharton-finance,2016,189,Introduction to Corporate Finance
wharton-finance,2017,136,Introduction to Corporate Finance
wharton-finance,2018,89,Introduction to Corporate Finance
wharton-finance,2019,117,Introduction to Corporate Finance
wharton-finance,2020,242,Introduction to Corporate Finance
wharton-financial-accounting,2016,27,More Introduction to Financial Accounting
wharton-financial-accounting,2017,26,More Introduction to Financial Accounting
wharton-financial-accounting,2018,12,More Introduction to Financial Accounting
wharton-financial-accounting,2019,9,More Introduction to Financial Accounting
wharton-financial-accounting,2020,21,More Introduction to Financial Accounting
wharton-fintech-overview-payments-regulations,2019,102,"FinTech: Foundations, Payments, and Regulations"
wharton-fintech-overview-payments-regulations,2020,168,"FinTech: Foundations, Payments, and Regulations"
wharton-introduction-spreadsheets-models,2016,110,Introduction to Spreadsheets and Models
wharton-introduction-spreadsheets-models,2017,117,Introduction to Spreadsheets and Models
wharton-introduction-spreadsheets-models,2018,76,Introduction to Spreadsheets and Models
wharton-introduction-spreadsheets-models,2019,86,Introduction to Spreadsheets and Models
wharton-introduction-spreadsheets-models,2020,183,Introduction to Spreadsheets and Models
wharton-launching-startup,2016,42,Entrepreneurship 2: Launching your Start-Up
wharton-launching-startup,2017,57,Entrepreneurship 2: Launching your Start-Up
wharton-launching-startup,2018,26,Entrepreneurship 2: Launching your Start-Up
wharton-launching-startup,2019,36,Entrepreneurship 2: Launching your Start-Up
wharton-launching-startup,2020,65,Entrepreneurship 2: Launching your Start-Up
wharton-marketing,2015,77,Introduction to Marketing
wharton-marketing,2016,386,Introduction to Marketing
wharton-marketing,2017,320,Introduction to Marketing
wharton-marketing,2018,267,Introduction to Marketing
wharton-marketing,2019,266,Introduction to Marketing
wharton-marketing,2020,566,Introduction to Marketing
wharton-operations,2015,9,Introduction to Operations Management
wharton-operations,2016,103,Introduction to Operations Management
wharton-operations,2017,102,Introduction to Operations Management
wharton-operations,2018,74,Introduction to Operations Management
wharton-operations,2019,51,Introduction to Operations Management
wharton-operations,2020,129,Introduction to Operations Management
wharton-operations-analytics,2015,51,Operations Analytics
wharton-operations-analytics,2016,190,Operations Analytics
wharton-operations-analytics,2017,145,Operations Analytics
wharton-operations-analytics,2018,109,Operations Analytics
wharton-operations-analytics,2019,134,Operations Analytics
wharton-operations-analytics,2020,201,Operations Analytics
wharton-people-analytics,2015,25,People Analytics
wharton-people-analytics,2016,140,People Analytics
wharton-people-analytics,2017,136,People Analytics
wharton-people-analytics,2018,137,People Analytics
wharton-people-analytics,2019,141,People Analytics
wharton-people-analytics,2020,314,People Analytics
wharton-quantitative-modeling,2016,204,Fundamentals of Quantitative Modeling
wharton-quantitative-modeling,2017,245,Fundamentals of Quantitative Modeling
wharton-quantitative-modeling,2018,199,Fundamentals of Quantitative Modeling
wharton-quantitative-modeling,2019,183,Fundamentals of Quantitative Modeling
wharton-quantitative-modeling,2020,439,Fundamentals of Quantitative Modeling
wharton-success,2016,11,Success
wharton-success,2017,55,Success
wharton-success,2018,43,Success
wharton-success,2019,61,Success
wharton-success,2020,98,Success
what-is-a-proof,2017,22,Mathematical Thinking in Computer Science
what-is-a-proof,2018,51,Mathematical Thinking in Computer Science
what-is-a-proof,2019,51,Mathematical Thinking in Computer Science
what-is-a-proof,2020,229,Mathematical Thinking in Computer Science
what-is-compliance,2019,35,What is Compliance?
what-is-compliance,2020,84,What is Compliance?
what-is-datascience,2018,572,What is Data Science?
what-is-datascience,2019,2868,What is Data Science?
what-is-datascience,2020,3957,What is Data Science?
what-is-social,2015,62,What is Social?
what-is-social,2016,217,What is Social?
what-is-social,2017,169,What is Social?
what-is-social,2018,110,What is Social?
what-is-social,2019,122,What is Social?
what-is-social,2020,209,What is Social?
wind-energy,2016,99,Wind Energy
wind-energy,2017,159,Wind Energy
wind-energy,2018,97,Wind Energy
wind-energy,2019,157,Wind Energy
wind-energy,2020,740,Wind Energy
wine,2017,11,Wine Tasting: Sensory Techniques for Wine Analysis
wine,2018,20,Wine Tasting: Sensory Techniques for Wine Analysis
wine,2019,13,Wine Tasting: Sensory Techniques for Wine Analysis
wine,2020,60,Wine Tasting: Sensory Techniques for Wine Analysis
womens-health-human-rights,2017,17,International Women's Health and Human Rights
womens-health-human-rights,2018,39,International Women's Health and Human Rights
womens-health-human-rights,2019,39,International Women's Health and Human Rights
womens-health-human-rights,2020,147,International Women's Health and Human Rights
write-a-feature-length-screenplay-for-film-or-television,2020,32,Write A Feature Length Screenplay For Film Or Television
write-your-first-novel,2020,20,Write Your First Novel
writing-editing-words,2020,105,Writing and Editing: Word Choice and Word Order
writing-for-business,2016,38,Business Writing
writing-for-business,2017,85,Business Writing
writing-for-business,2018,122,Business Writing
writing-for-business,2019,132,Business Writing
writing-for-business,2020,434,Business Writing
