Id,course_title,is_paid,price,num_subscribers,level,content_duration,rating,language,category,anio_publicacion,ingreso_por_curso,plataforma
46933,Business Accounts For Managers,Si,30,16,Beginner,3.0,3.9,English,Finance & Accounting,2013,480,Udemy
954842,Black Scholes Option Pricing Model,Si,25,3,Beginner,1.0,3.4,English,Finance & Accounting,2017,75,Udemy
868112,Chief Wealth Officer,Si,45,4,Beginner,1.0,4.6,English,Finance & Accounting,2016,180,Udemy
1056242,Practical Accounts Training A,Si,35,2,Intermediate,31.5,4.4,English,Finance & Accounting,2017,70,Udemy
146454,2. Principles of Simple Interest - advanced problems,Si,20,10,Intermediate,1.5,4.9,English,Finance & Accounting,2014,200,Udemy
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),Si,95,2,All,4.5,4.4,English,Finance & Accounting,2017,190,Udemy
417088,Do Your Own Accounts,Si,35,42,All,1.5,3.9,English,Finance & Accounting,2015,1470,Udemy
258954,CFA Level 1 - Derivatives,Si,30,110,All,4.0,4.4,English,Finance & Accounting,2014,3300,Udemy
941520,Financial Accounting For Beginners,Si,60,164,All,1.5,3.8,English,Finance & Accounting,2016,9840,Udemy
371828,Manual Bookkeeping,Si,20,28,Intermediate,2.5,3.6,English,Finance & Accounting,2015,560,Udemy
818572,Financial Modelling in Excel Step by Step,Si,20,13,Intermediate,1.5,3.6,English,Finance & Accounting,2016,260,Udemy
115752,Straight From Business School: Create Financial Statements,Si,20,31,Beginner,1.0,4.0,English,Finance & Accounting,2013,620,Udemy
627772,Interpreting financial statements,No,0,2119,All,2.0,4.0,English,Finance & Accounting,2015,0,Udemy
136244,Triple P Trading Course,Si,20,797,All,3.0,3.9,English,Finance & Accounting,2013,15940,Udemy
485889,Cost Accounting - A Comprehensive Study,Si,180,503,All,29.5,4.3,English,Finance & Accounting,2015,90540,Udemy
507778,How to become a successful day trader,Si,95,1150,All,2.5,4.2,English,Finance & Accounting,2015,109250,Udemy
422918,Essentials of Finance and Investment in 2 hours,Si,20,1403,Beginner,2.0,3.6,English,Finance & Accounting,2015,28060,Udemy
362530,Public Speaking: You Can Give Great Financial Presentations,Si,20,916,All,6.5,4.7,English,Finance & Accounting,2014,18320,Udemy
579642,Professional Trading - Consistent Profits with Low Risk!,Si,20,627,All,1.0,3.6,English,Finance & Accounting,2015,12540,Udemy
793084,Succeed in Stocks Even if you Don't Know Where to Start,No,0,2554,Beginner,1.0,4.6,English,Finance & Accounting,2017,0,Udemy
881062,Options Basics & Trading With Small Capital! - Level 1,Si,30,120,Beginner,2.0,4.4,English,Finance & Accounting,2016,3600,Udemy
380542,Day Trading in Stocks: Strategies for Beginner Investors,Si,50,217,All,2.0,4.0,English,Finance & Accounting,2015,10850,Udemy
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Si,50,397,Beginner,3.0,4.9,English,Finance & Accounting,2015,19850,Udemy
581662,Stock Trading with this Strategy,Si,50,30,All,1.0,3.8,English,Finance & Accounting,2015,1500,Udemy
1088102,The Psychology of Trading,Si,20,95,All,1.0,3.1,English,Finance & Accounting,2017,1900,Udemy
380206,Stock Trading Essentials for Day Traders,Si,100,94,All,1.0,3.5,English,Finance & Accounting,2015,9400,Udemy
160322,Basics of Finance and Budgeting,Si,20,578,Beginner,6.0,3.4,English,Finance & Accounting,2014,11560,Udemy
610812,Portfolio Management CFA L1 2016,Si,20,393,All,5.0,4.0,English,Finance & Accounting,2015,7860,Udemy
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,No,0,1888,All,2.0,4.5,English,Finance & Accounting,2015,0,Udemy
101234,The Smart Option Trader,Si,45,412,All,13.0,3.6,English,Finance & Accounting,2013,18540,Udemy
1113442,Beginners Chart Patterns Trading for Penny Stocks,Si,200,40,Beginner,1.5,4.4,English,Finance & Accounting,2017,8000,Udemy
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,Si,40,222,Beginner,3.0,4.8,English,Finance & Accounting,2016,8880,Udemy
179500,Interest Rate Swaps,Si,50,485,All,3.5,4.7,English,Finance & Accounting,2014,24250,Udemy
304000,Financial Modelling for entrepreneurs,Si,20,232,All,1.0,3.4,English,Finance & Accounting,2014,4640,Udemy
302456,Bookkeeping Made Simple,Si,40,61,All,2.5,4.4,English,Finance & Accounting,2015,2440,Udemy
532216,Raising Capital for Your Business,Si,50,22,All,2.5,4.6,English,Finance & Accounting,2015,1100,Udemy
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,Si,95,264,All,3.0,4.9,English,Finance & Accounting,2015,25080,Udemy
773502,Financial Accounting Part 2 - Passing The Class,Si,20,15,Beginner,4.5,4.6,English,Finance & Accounting,2017,300,Udemy
262818,Simple Options Trading System,Si,35,104,Intermediate,1.5,4.3,English,Finance & Accounting,2014,3640,Udemy
295909,Legal Accounting,Si,110,26,All,4.0,3.6,English,Finance & Accounting,2014,2860,Udemy
75182,Trade Show Samurai,Si,95,32,All,0.5166666666666666,4.2,English,Finance & Accounting,2013,3040,Udemy
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,Si,135,313,All,2.5,4.3,English,Finance & Accounting,2016,42255,Udemy
725872,Certificate in MYOB AccountRight Premier 2017 Course,Si,200,97,All,3.0,4.6,English,Finance & Accounting,2016,19400,Udemy
894336,Master The Psychology of Forex & Binary Options Trading,Si,20,53,Intermediate,1.0,4.0,English,Finance & Accounting,2016,1060,Udemy
179820,Introduction to Futures & Options,Si,50,694,All,4.5,4.5,English,Finance & Accounting,2014,34700,Udemy
166842,6. Annuities Due and Deferred,Si,20,170,All,1.5,5.0,English,Finance & Accounting,2014,3400,Udemy
231256,FOREX Currency Trading For Beginners,Si,25,35,Beginner,4.0,4.5,English,Finance & Accounting,2014,875,Udemy
944534,Forex:Trade Management & Psychology,Si,150,13,Intermediate,2.0,4.1,English,Finance & Accounting,2016,1950,Udemy
1097288,Bookkeeping Practicals with Software,Si,35,1,Intermediate,31.5,3.5,English,Finance & Accounting,2017,35,Udemy
855816,Investing in Stocks & Shares,Si,20,2,Beginner,2.0,4.1,English,Finance & Accounting,2016,40,Udemy
813516,Learn Financial Modeling from Scratch - Part 3,Si,50,2,All,2.0,5.0,English,Finance & Accounting,2016,100,Udemy
302484,A Practical Guide to Wealth Creation,Si,35,6,All,1.0,4.8,English,Finance & Accounting,2016,210,Udemy
861764,"'Geometry Of Chance strategy of defeating the roulette.""",Si,30,2,Intermediate,1.5,4.6,English,Lifestyle,2016,60,Udemy
307080,Introducción a la contabilidad,Si,20,193,Beginner,1.0,4.0,Spanish,Finance & Accounting,2014,3860,Udemy
469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Si,30,66,Beginner,1.0,4.0,German,Finance & Accounting,2015,1980,Udemy
581498,Contabilidad Gubernamental en México,Si,30,270,All,3.5,4.9,Spanish,Finance & Accounting,2015,8100,Udemy
849896,株式投資に必要なスキルの学習手順を学ぶ,Si,20,139,Beginner,2.0,4.5,Japanese,Finance & Accounting,2016,2780,Udemy
1174084,Formação de preços em serviços,Si,35,77,Intermediate,2.0,3.9,Portuguese,Finance & Accounting,2017,2695,Udemy
786984,Торговля дельта-нейтральными стренглами,Si,150,23,All,1.5,4.4,Russian,Finance & Accounting,2016,3450,Udemy
255592,Guía práctica para comprar acciones en la Bolsa de USA,No,0,4876,Intermediate,4.5,4.2,Spanish,Finance & Accounting,2014,0,Udemy
1250742,Complete GST Course For Small and Medium Enterprises,Si,75,8,Beginner,6.0,1.0,Hindi,Finance & Accounting,2017,600,Udemy
54246,3 documentos clave para administrar tu empresa con éxito,Si,45,40,Intermediate,1.0,4.2,Spanish,Finance & Accounting,2013,1800,Udemy
1124276,Le bitcoin et la blockchain,Si,80,13,All,0.7333333333333333,3.4,French,Finance & Accounting,2017,1040,Udemy
769340,Торговля опционами: Как заработать на волатильности,Si,150,20,All,2.0,3.8,Russian,Finance & Accounting,2016,3000,Udemy
737182,Estrategias de Inversión aplicadas al mundo del trading,Si,20,9,All,3.0,3.6,Spanish,Finance & Accounting,2016,180,Udemy
960786,バイナリーオプション取引,Si,85,29,All,0.65,2.6,Japanese,Finance & Accounting,2016,2465,Udemy
1196700,Le basi del trading online,Si,45,7,Beginner,3.5,3.8,Italian,Finance & Accounting,2017,315,Udemy
1137310,自分に合った投資信託を見つけよう！,Si,25,859,Beginner,2.0,4.0,Japanese,Finance & Accounting,2017,21475,Udemy
632368,Monatlich Geld anlegen für später!,Si,30,5983,Beginner,0.6166666666666667,4.3,German,Finance & Accounting,2015,179490,Udemy
571730,Invierte en la Bolsa Mexicana y de USA,Si,200,1673,Beginner,5.5,4.6,Spanish,Finance & Accounting,2015,334600,Udemy
720994,Gestão Financeira Para Pequenas e Médias Empresas,Si,115,1284,All,4.5,4.7,Portuguese,Finance & Accounting,2016,147660,Udemy
907416,Tudo sobre Investimentos em Renda Fixa,Si,45,689,All,2.0,4.2,Portuguese,Finance & Accounting,2016,31005,Udemy
1062144,Aprende a invertir sin capital,Si,130,649,Beginner,1.5,4.6,Spanish,Finance & Accounting,2017,84370,Udemy
1097486,Apprendre à trader sur le marché du Forex - guide complet,Si,140,187,Beginner,3.0,4.5,French,Finance & Accounting,2017,26180,Udemy
396890,Introducción a las Finanzas,Si,30,1798,Beginner,1.5,3.8,Spanish,Finance & Accounting,2015,53940,Udemy
945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Si,20,465,Beginner,1.0,4.0,German,Finance & Accounting,2016,9300,Udemy
950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,Si,20,326,Expert,1.0,3.5,German,Finance & Accounting,2016,6520,Udemy
343818,Understanding The Stock Market: For Beginners,Si,25,122,Beginner,7.5,4.0,English,Finance & Accounting,2014,3050,Udemy
158140,9. Sinking Funds,Si,20,205,All,1.0,3.0,English,Finance & Accounting,2014,4100,Udemy
1141708,Managerial Accounting - The Ultimate Beginner Course!,Si,100,11,Beginner,11.0,4.0,English,Finance & Accounting,2017,1100,Udemy
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,Si,175,3,Beginner,1.0,4.2,English,Finance & Accounting,2017,525,Udemy
557208,Accounting - Basic Costing ,Si,40,108,Beginner,3.5,4.2,English,Finance & Accounting,2015,4320,Udemy
1178150,"Double Your Salary With Free, Local, Job Training Courses",Si,20,8,All,1.0,4.2,English,Finance & Accounting,2017,160,Udemy
429080,Understanding Financial Derivatives,Si,20,16,Intermediate,2.0,3.7,English,Finance & Accounting,2017,320,Udemy
914164,Forex Basics: Learn how to read and analyze Forex charts,Si,195,11,Beginner,4.5,3.9,English,Finance & Accounting,2016,2145,Udemy
876898,Forex - Help I cant Trade,Si,200,12,All,2.0,3.8,English,Finance & Accounting,2016,2400,Udemy
877968,Start-up financial modeling for non-finance professionals,Si,20,11,All,4.0,4.0,English,Finance & Accounting,2016,220,Udemy
1027678,"Depreciation, Amortization and Depletion",Si,25,7,Intermediate,1.0,3.9,English,Finance & Accounting,2017,175,Udemy
304420,Breakeven Analysis and Pricing,Si,20,27,All,1.0,3.0,English,Finance & Accounting,2014,540,Udemy
1078254,Tally ERP Complete Training in Urdu / Hindi,Si,30,5,All,5.0,4.4,Hindi,Finance & Accounting,2017,150,Udemy
1106148,Series 7: Intermediate Options,Si,55,5,Intermediate,1.0,4.5,English,Finance & Accounting,2017,275,Udemy
676650,Corso introduttivo al trading profittevole,Si,20,132,Beginner,1.0,3.5,Italian,Finance & Accounting,2015,2640,Udemy
634932,Inversión: Fundamentos del Trading para Principiantes,Si,125,285,Beginner,1.5,3.7,Spanish,Finance & Accounting,2015,35625,Udemy
1174086,Precificação - Calculando valor de venda baseado nos custos,Si,35,32,All,3.0,4.2,Portuguese,Finance & Accounting,2017,1120,Udemy
369726,Cómo ganar dinero invirtiendo en bolsa,No,0,2740,Beginner,2.0,4.5,Spanish,Finance & Accounting,2016,0,Udemy
1132162,Investimento em Ações,Si,20,16,Beginner,4.5,4.1,Portuguese,Finance & Accounting,2017,320,Udemy
1206414,Excelを使ってビジネスシミュレーション：基礎編,Si,85,22,Beginner,5.0,4.4,Japanese,Finance & Accounting,2017,1870,Udemy
997128,Estrategias de trading en bolsa,Si,25,15,All,2.0,4.0,Spanish,Finance & Accounting,2016,375,Udemy
826168,Grundlagen der finanziellen Unabhängigkeit,No,0,1059,All,1.5,4.4,German,Finance & Accounting,2016,0,Udemy
1232312,Core Financial Statement Concepts,Si,50,0,Intermediate,1.5,3.8,English,Finance & Accounting,2017,0,Udemy
1251654,Understand Core Finance Principles in 60 Minutes,Si,75,0,Beginner,2.5,4.0,English,Finance & Accounting,2017,0,Udemy
712994,Learn Wave accounting to maintain books properly,No,0,1089,All,3.0,4.2,English,Finance & Accounting,2016,0,Udemy
1024862,Making Tax Digital - UK HMRC Legislation Explained,No,0,743,All,1.0,4.2,English,Finance & Accounting,2017,0,Udemy
123242,Surviving Introduction to Finance,No,0,1362,Beginner,3.0,4.3,English,Finance & Accounting,2014,0,Udemy
1268616,Condor Broken Wing Butterfly Options Trading Course System,No,0,16,All,1.5,4.0,English,Finance & Accounting,2017,0,Udemy
1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,Si,25,3840,Intermediate,1.5,4.2,Japanese,Finance & Accounting,2017,96000,Udemy
1005312,【１日でマスター！】今日からはじめる資産形成,Si,20,7183,Beginner,1.0,3.9,Japanese,Finance & Accounting,2017,143660,Udemy
624016,TRADING FOR A LIVING: Trading Full-Time Transition Guide,Si,195,483,Intermediate,3.5,3.2,English,Finance & Accounting,2015,94185,Udemy
323916,Learn How To use Channels to find amazing Forex Entries,Si,45,172,All,1.0,4.8,English,Finance & Accounting,2017,7740,Udemy
743568,"Financial Analysis, from Scratch to Professional!",Si,65,256,Beginner,3.5,4.8,English,Finance & Accounting,2016,16640,Udemy
578534,The Intelligent Investor,Si,30,384,All,10.5,4.6,English,Finance & Accounting,2015,11520,Udemy
791574,Succeed in Futures Even if You Don't Know Where to Start,No,0,3014,All,1.0,4.3,English,Finance & Accounting,2017,0,Udemy
379196,Binary Options Beginners Guide : Nadex,Si,40,454,Beginner,2.0,4.2,English,Finance & Accounting,2015,18160,Udemy
331968,Trading: From Wall Street to Your Street,Si,50,312,Intermediate,5.5,3.7,English,Finance & Accounting,2014,15600,Udemy
576636,Build your own Naked Trading Forex Robot,Si,40,315,All,2.0,3.8,English,Finance & Accounting,2015,12600,Udemy
724596,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,Si,200,609,All,2.5,3.4,English,Finance & Accounting,2016,121800,Udemy
822808,Tax Strategies of the Wealthy,Si,195,207,Beginner,1.5,4.3,English,Finance & Accounting,2016,40365,Udemy
32908,Finance and Accounting for Startups,Si,50,1175,All,12.5,4.5,English,Finance & Accounting,2013,58750,Udemy
20185,The Complete Forex Trader,Si,25,1634,All,7.0,4.2,English,Finance & Accounting,2012,40850,Udemy
188418,Tape Reading: Learn how to read the tape for day trading,Si,195,1013,All,14.0,4.3,English,Finance & Accounting,2014,197535,Udemy
674352,Trading Robot Forex Programs in Your Sleep in Live Examples!,Si,200,1125,Expert,1.5,3.8,English,Finance & Accounting,2016,225000,Udemy
936884,Free Options 101 - Basic of Call and Put Options in 1 Hours,No,0,2481,All,1.5,4.0,English,Finance & Accounting,2016,0,Udemy
546656,How to Trade Commodity and Financial Futures for a Living!,Si,200,1240,All,2.5,3.4,English,Finance & Accounting,2016,248000,Udemy
1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,Si,115,504,All,1.5,4.4,English,Finance & Accounting,2017,57960,Udemy
528104,Stock Trading Strategies: Profitable Trading in 7 Days.,Si,50,80,All,5.5,3.6,English,Finance & Accounting,2015,4000,Udemy
1053462,Management Accounting A Complete Study,Si,150,133,All,17.5,3.9,English,Finance & Accounting,2016,19950,Udemy
179824,Equity Products,Si,50,426,All,2.5,4.4,English,Finance & Accounting,2014,21300,Udemy
777276,Financial Accounting Part I - Passing the Class,Si,20,45,Beginner,4.5,4.4,English,Finance & Accounting,2016,900,Udemy
42146,Advanced Finance and Accounting for Startups,Si,40,188,Intermediate,6.5,4.4,English,Finance & Accounting,2014,7520,Udemy
929146,Learn Stock Options: Options Made Simple 101,Si,35,93,Beginner,5.0,4.3,English,Finance & Accounting,2016,3255,Udemy
260066,Banking Credit Analysis Process (for Bankers),Si,180,894,Beginner,17.5,4.5,English,Finance & Accounting,2014,160920,Udemy
66383,A Beginners Guide to Technical Analysis of Stock Charts,Si,40,829,Beginner,8.5,4.3,English,Finance & Accounting,2013,33160,Udemy
390198,Get out of Debt - The Power of Using Compounding Interest,Si,50,1195,All,2.0,4.3,English,Finance & Accounting,2015,59750,Udemy
476622,Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,Si,40,500,Beginner,4.0,4.4,English,Finance & Accounting,2015,20000,Udemy
178776,Fixed Income Securities,Si,50,739,All,4.5,4.5,English,Finance & Accounting,2014,36950,Udemy
562668,Financial Accounting Made Easy for All,Si,20,87,All,4.0,4.2,English,Finance & Accounting,2015,1740,Udemy
521952,Ultimate Guide To Trading Engulfing Candlestick Strategy,Si,200,185,All,2.5,4.4,English,Finance & Accounting,2016,37000,Udemy
692268,Learn Business Finance: Win more work as a Business Coach ,Si,20,741,Beginner,2.0,4.1,English,Finance & Accounting,2016,14820,Udemy
685190,Crowdfunding for Filmmakers,Si,65,32,All,4.0,4.8,English,Finance & Accounting,2015,2080,Udemy
455120,Life Coach Business Basics: Finance and Operations,Si,195,397,All,3.5,4.5,English,Business,2015,77415,Udemy
273448,Learn How to Profit In Forex With Market Rhythms,Si,20,85,All,1.5,3.6,English,Finance & Accounting,2014,1700,Udemy
985104,Investimento em Ações para Leigos,Si,20,201,Beginner,2.5,4.1,Portuguese,Finance & Accounting,2016,4020,Udemy
396888,Introducción a la Contabilidad,Si,30,1235,Beginner,2.5,4.0,Spanish,Finance & Accounting,2015,37050,Udemy
950748,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,Si,20,384,Intermediate,0.7166666666666667,4.2,German,Finance & Accounting,2016,7680,Udemy
1250694,カードゲームでカンタンに理解する！経済とお金のキホン,Si,20,103,Beginner,1.0,4.2,Japanese,Finance & Accounting,2017,2060,Udemy
932454,Contabilidad rápida y eficaz,Si,40,379,All,2.0,4.6,Spanish,Finance & Accounting,2016,15160,Udemy
400464,Introducción al trading de opciones,Si,100,1573,Beginner,5.5,4.4,Spanish,Finance & Accounting,2015,157300,Udemy
1021104,Aprenda a Investir seu Dinheiro,Si,85,150,All,2.5,4.7,Portuguese,Finance & Accounting,2017,12750,Udemy
1193056,Trader sur le Forex avec Ichimoku,Si,90,48,Beginner,2.5,4.6,French,Finance & Accounting,2017,4320,Udemy
986024,العلوم والمبادئ الأساسية للمهنة الإكتوارية,Si,25,781,Beginner,0.65,3.7,Arabic,Finance & Accounting,2016,19525,Udemy
352782,トレーディングビュー徹底攻略2017年版,Si,55,952,All,3.0,3.6,Japanese,Finance & Accounting,2014,52360,Udemy
749468,Kostenrechnung lernen leicht gemacht,Si,40,612,Beginner,3.0,4.7,German,Finance & Accounting,2016,24480,Udemy
915206,MetaTrader4 Platform Training,No,0,1819,Beginner,1.5,3.8,English,Finance & Accounting,2016,0,Udemy
615206,Professional Bookkeeping & Accounting 1: Sales & Purchases,Si,35,551,All,1.5,4.0,English,Finance & Accounting,2015,19285,Udemy
787508,How to Grow your Small Business and not run out of Cash,Si,25,408,Beginner,1.5,3.6,English,Finance & Accounting,2016,10200,Udemy
249934,Finance for Non Finance Executives,Si,180,944,Beginner,13.0,4.4,English,Finance & Accounting,2014,169920,Udemy
323828,"An Introduction: MT4 Email, Sound, Notification Forex Alerts",Si,20,323,Intermediate,0.6166666666666667,4.4,English,Finance & Accounting,2014,6460,Udemy
871358,Financial Modeling and Valuation: Complete Beginner to Pro,Si,50,249,All,5.0,4.0,English,Finance & Accounting,2016,12450,Udemy
931588,Learn to trade Chart Patterns,Si,20,75,Intermediate,2.0,4.6,English,Finance & Accounting,2016,1500,Udemy
880202,Anatomy and Figure Drawing for Beginners,Si,150,2252,Beginner,21.0,4.6,English,Design,2016,337800,Udemy
1197206,Illustrator CC MasterClass,Si,95,462,All,12.0,4.6,English,Design,2017,43890,Udemy
1219520,Adobe Illustrator T-Shirt Design for Merch by Amazon,Si,20,390,All,1.0,3.8,English,Design,2017,7800,Udemy
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,Si,200,4297,All,7.5,4.6,English,Design,2015,859400,Udemy
1216132,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,Si,200,1076,All,1.0,4.9,English,Design,2017,215200,Udemy
28556,Discover How to Draw and paint Comics,Si,65,8901,All,62.0,4.4,English,Design,2012,578565,Udemy
317278,Typographic Logos: Typography and Lettering for Logo Design,Si,25,4235,Intermediate,1.5,4.5,English,Design,2014,105875,Udemy
573064,Photoshop in Ease: Create World Amazing  Graphic Designs,Si,20,14440,All,3.0,3.9,English,Design,2015,288800,Udemy
1151326,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,Si,195,2027,Intermediate,0.5,4.5,English,Design,2017,395265,Udemy
590794,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,No,0,381,All,0.6,4.6,Japanese,Design,2015,0,Udemy
1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,No,0,69,All,3.5,4.4,German,Design,2017,0,Udemy
1261122,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,No,0,21,Beginner,1.0,4.0,Japanese,Design,2017,0,Udemy
749542,Graphic Design Bootcamp,Si,200,15276,Beginner,8.0,4.4,English,Design,2016,3055200,Udemy
874012,The Ultimate Drawing Course - Beginner to Advanced,Si,150,26742,Beginner,11.0,4.6,English,Design,2017,4011300,Udemy
1046722,Ultimate Photoshop Training: From Beginner to Pro,Si,200,5326,Beginner,11.5,4.7,English,Design,2017,1065200,Udemy
820194,Photoshop for Entrepreneurs - Design 11 Practical Projects,Si,200,36288,All,5.0,4.4,English,Design,2016,7257600,Udemy
62721,Anatomy for Figure Drawing: Mastering the Human Figure,Si,95,15500,All,68.5,4.4,English,Design,2013,1472500,Udemy
371074,Sketch 3 from A to Z: Become an App Designer,Si,75,7282,All,3.5,4.7,English,Design,2015,546150,Udemy
20461,How to Design a Logo - a Beginners Course,Si,30,10875,All,2.5,4.4,English,Design,2012,326250,Udemy
416548,Logo Design Masterclass: Learn Logo Design + Illustrator,Si,200,8196,All,6.5,4.3,English,Design,2015,1639200,Udemy
1047436,How to Draw and Sketch for Beginners,Si,150,1360,Beginner,9.0,4.6,English,Design,2017,204000,Udemy
396204,Graphic Design Masterclass: Learn Graphic Design in Projects,Si,95,6858,Beginner,3.5,4.3,English,Design,2015,651510,Udemy
897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,Si,200,18303,All,3.5,4.4,English,Design,2016,3660600,Udemy
1067516,Vector Logo Design in Affinity Designer,Si,150,1789,All,3.0,4.7,English,Design,2017,268350,Udemy
1008100,How To Create A Low Poly Portrait With The Pen Tool,Si,195,293,Beginner,1.0,4.8,English,Design,2016,57135,Udemy
832870,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,Si,20,662,Beginner,1.0,3.8,English,Design,2016,13240,Udemy
16714,Color Basics for Print Designers,Si,20,372,All,0.6,4.2,English,Design,2012,7440,Udemy
657764,Digital Photo Manipulation Art And Cover Design In PhotoShop,Si,50,721,Beginner,5.0,4.4,English,Design,2016,36050,Udemy
231970,Drawing Perspective For Beginners,Si,150,736,All,7.5,4.4,English,Design,2016,110400,Udemy
981684,Adobe InDesign CC Advanced,Si,30,114,Expert,3.5,4.4,English,Design,2016,3420,Udemy
669174,Intro to Photoshop for Merch by Amazon,Si,25,331,Beginner,1.0,4.1,English,Design,2015,8275,Udemy
1177156,Como Criar Logos de Sucesso - Start Designer,Si,25,0,Beginner,6.0,4.1,Portuguese,Design,2017,0,Udemy
1185535,Cómo crear maquetas con Adobe XD,No,0,217,Beginner,3.0,4.6,Spanish,Design,2017,0,Udemy
609642,Ferramentas Visuais,No,0,817,Beginner,5.0,4.0,Portuguese,Design,2015,0,Udemy
1085646,How to Doodle: Basics and Lettering,Si,185,2358,All,1.0,4.0,English,Design,2017,436230,Udemy
1160004,Design a logo for FREE in Inkscape,Si,100,1148,All,2.0,4.6,English,Design,2017,114800,Udemy
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,Si,50,2489,Beginner,2.0,4.3,English,Design,2017,124450,Udemy
1169062,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,Si,30,1782,Beginner,1.0,4.0,English,Design,2017,53460,Udemy
520468,Canva : Graphic Design Theory Volume1,Si,200,6975,All,2.5,4.2,English,Design,2015,1395000,Udemy
693812,Master App Icon Design for iPhone (IOS) & Android Devices,Si,25,9464,Intermediate,2.0,4.8,English,Design,2015,236600,Udemy
385462,Logo Designing for Your Business in an Hour,Si,20,25277,All,1.0,3.7,English,Design,2015,505540,Udemy
1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,Si,200,6944,Beginner,1.0,4.0,English,Design,2017,1388800,Udemy
561188,Photoshop CC for Beginners - A Comprehensive Crash Course,Si,200,6028,Beginner,2.5,4.4,English,Design,2015,1205600,Udemy
600486,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,Si,20,5104,Beginner,1.0,4.1,Spanish,Design,2015,102080,Udemy
501140,Illustrator CC para novatos: ¡desde cero hasta experto! ,Si,150,2476,All,11.0,4.4,Spanish,Design,2015,371400,Udemy
405488,Photoshop para novatos:  ¡desde cero hasta experto!,Si,150,3000,All,12.0,4.4,Spanish,Design,2015,450000,Udemy
1029554,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,Si,45,418,Beginner,11.0,4.7,Portuguese,Design,2017,18810,Udemy
1009068,ABC do Photoshop CC,Si,45,431,Beginner,7.5,4.4,Portuguese,Design,2016,19395,Udemy
1276020,Photoshop para iniciante - o básico,Si,30,23,Beginner,3.0,4.6,Portuguese,Design,2017,690,Udemy
1202746,Curso Online de Adobe Illustrator CC e CS6,Si,80,126,All,13.0,4.7,Portuguese,Design,2017,10080,Udemy
870368,Photoshop from Zero to Hero ( Arabic ),Si,60,720,Beginner,12.5,4.6,Arabic,Design,2016,43200,Udemy
1257870,Photoshop CC 2015 Top New Features,No,0,1477,All,0.65,3.6,Arabic,Design,2017,0,Udemy
656914,Cartoon Game Logo Design using Photoshop,Si,20,1076,All,2.5,4.5,English,Design,2015,21520,Udemy
380668,All-in-One Premium Design Course - Scratch to Pro+ Edition,Si,200,919,All,5.5,4.2,English,Design,2015,183800,Udemy
412864,Typography 101: Picking the Right Fonts for Business Success,Si,75,1224,Beginner,1.5,3.7,English,Design,2015,91800,Udemy
463354,Editorial Illustration Tutorial: From Drawing to Photoshop,Si,45,774,All,2.5,4.3,English,Design,2015,34830,Udemy
636548,Kindle eBook Cover Design and Book Illustration Guide,Si,120,715,All,1.0,3.8,English,Design,2015,85800,Udemy
19164,Graphic Design Secrets Revealed,Si,95,2555,All,6.0,3.9,English,Design,2012,242725,Udemy
637402,Drawing in Perspective,Si,25,426,All,3.0,4.4,English,Design,2016,10650,Udemy
608090,Adobe Illustrator For Beginners: Design A Typographic Logo,Si,30,276,Beginner,1.5,4.4,English,Design,2015,8280,Udemy
755680,Draw a realistic Fantail using pencil,No,0,6754,All,1.0,3.8,English,Design,2016,0,Udemy
930416,How to design a business card on Photoshop (for beginners),No,0,5086,Beginner,1.0,4.2,English,Design,2016,0,Udemy
17349,Figure Drawing From Life Using The Reilly Technique.,No,0,47811,All,2.5,3.8,English,Design,2012,0,Udemy
93484,Drawing Cartoony Characters,Si,20,1564,Beginner,2.0,4.2,English,Design,2013,31280,Udemy
